Price,Make,Model,Trim,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact
"15,980 EUR",Kia,Sportage,1.7 CRDi,"182,743 km",2014,Diesel,Crossover,White,Santarém,85 kW (116 HP),Manual,https://carmine.pt/carros-usados/kia-sportage-17-crdi-isg-tx-navi-115-santarem/48fda5ff-3390-4f25-9d03-c870bb59dbca
"38,000 EUR",Audi,A7,3.0 BiTDI V6 Quattro TipTronic,"162,048 km",2015,Diesel,Sedan,Black,Porto,238 kW (324 HP),Automatic,https://auto.sapo.pt/carro-usado/65ba6a948d5089c4ee2a7a61/audi-a7-30-bitdi-v6-quattro-s-line-tiptronic
"16,900 EUR",Mercedes Benz,Slk-Class,200 K,"203,535 km",2009,Petrol,Convertible,Black,Porto,136 kW (185 HP),Manual,https://carmine.pt/carros-usados/mercedes-classe-slk-slk-200-k-163-porto/75c0384d-6790-47bf-b139-e54184a35de0
"8,950 EUR",Ford,S-Max,1.8 TDCi,"259,400 km",2006,Diesel,Mpv,Black,Braga,93 kW (126 HP),Manual,https://auto.sapo.pt/carro-usado/652fe88ee5167b5ce6d1da91/ford-s-max-20-tdci-titanium-7l
"9,900 EUR",Audi,A4,2.0,"341,000 km",2010,Diesel,Sedan,Gray,Porto,101 kW (137 HP),Manual,https://auto.sapo.pt/carro-usado/65f174beb209b824ba960282/audi-a4
"49,500 EUR",Audi,Q7,3.0 TDI,"129,000 km",2018,Diesel,Suv,Gray,Porto,202 kW (275 HP),Automatic,https://carmine.pt/carros-usados/audi-q7-30-tdi-quattro-s-line-tiptronic-272-porto/a552942f-c54e-4226-b186-f6f894783ed8
"43,970 EUR",Volkswagen,Sharan,2.0 TDI,"65,000 km",2020,Diesel,Van,Black,Setúbal,111 kW (151 HP),Automatic,https://carmine.pt/carros-usados/volkswagen-sharan-20-tdi-confortline-dsg-150-setubal/87a6f04a-b96a-4dc9-bdda-9c1c535ef717
"38,500 EUR",Audi,A7,3.0,"139,300 km",2016,Diesel,Sedan,Gray,Aveiro,202 kW (275 HP),Automatic,https://auto.sapo.pt/carro-usado/652e5eba5b4f2637be7c5090/audi-a7
"9,990 EUR",Bmw,X5,,"185,250 km",2001,Petrol,Suv,Black,Porto,213 kW (290 HP),Automatic,https://carmine.pt/carros-usados/bmw-x5-44-286-porto/cace55ee-63e1-475f-924c-78e520b63ae0
"7,900 EUR",Hyundai,I20,1.1,"213,550 km",2014,Diesel,Hatchback,White,Lisboa,55 kW (75 HP),Manual,https://auto.sapo.pt/carro-usado/65d772238204cc01f6476a01/hyundai-i20
"12,500 EUR",Audi,A4,2.0,"244,376 km",2008,Diesel,Sedan,Silver,Porto,106 kW (144 HP),Manual,https://carmine.pt/carros-usados/audi-a4-20-tdi-143-porto/c49f0c97-cbca-4bbd-9052-81afc7d35e35
"11,990 EUR",Audi,A4,2.0,"172,000 km",2008,Diesel,Sedan,Black,Braga,126 kW (171 HP),Manual,https://auto.sapo.pt/carro-usado/652f95629a39f4a303b39a4a/audi-a4
"32,990 EUR",Bmw,I3,,"38,846 km",2020,Electric,Hatchback,White,Porto,126 kW (171 HP),Automatic,https://carmine.pt/carros-usados/bmw-i3-120ah-170-porto/b2f3b013-7097-4ce3-8973-81dcc0083e31
"26,900 EUR",Bmw,I3,,"30,000 km",2020,Electric,Hatchback,Gray,Porto,126 kW (171 HP),Automatic,https://auto.sapo.pt/carro-usado/656702150f3a4462903db576/bmw-i3
"23,850 EUR",Kia,Sportage,1.7 CRDi,"149,985 km",2017,Diesel,Crossover,White,Coimbra,105 kW (143 HP),Automatic,https://carmine.pt/carros-usados/kia-sportage-17-crdi-isg-gt-line-7dct-141-coimbra/63de132a-c99f-48ac-bad4-de8a1fd4da7e
"20,990 EUR",Kia,Sportage,1.7 CRDi,"110,503 km",2017,Diesel,Crossover,Black,Setúbal,85 kW (116 HP),Manual,https://carmine.pt/carros-usados/kia-sportage-17-crdi-isg-tx-115-setubal/14113bf9-9ba2-4f64-8c69-36a6129ada56
"43,500 EUR",Audi,A7,3.0 50 TDI quattro,"143,000 km",2018,Diesel,Sedan,Gray,Porto,213 kW (290 HP),Automatic,https://auto.sapo.pt/carro-usado/6528244b8908934eb656befe/audi-a7
"11,500 EUR",Citroen,C3,1.2 puretech,"112,778 km",2017,Petrol,Hatchback,Red,Lisboa,50 kW (68 HP),Manual,https://carmine.pt/carros-usados/citroen-c3-12-puretech-feel-68-lisboa/99dee5b3-b429-4bd6-96b1-10f3e030a99b
"26,990 EUR",Audi,A6,2.0 TDI,"92,605 km",2017,Diesel,Sedan,Gray,Porto,111 kW (151 HP),Automatic,https://carmine.pt/carros-usados/audi-a6-20-tdi-sport-s-tronic-150-porto/28da4f55-0113-4b4b-919f-9c7c6a02ab72
"25,900 EUR",Audi,A6 Allroad,3.0 BiTDI Quattro TipTronic,"156,000 km",2013,Diesel,Crossover,Black,Lisboa,233 kW (317 HP),Automatic,https://auto.sapo.pt/carro-usado/65d8b72bba7ef092fe2b974b/audi-a6-allroad-30-bitdi-v6-quattro-tiptronic
"19,490 EUR",Volkswagen,Polo,1.0 tsi,"60,493 km",2022,Petrol,Hatchback,White,Porto,70 kW (95 HP),Manual,https://auto.sapo.pt/carro-usado/65c3472c94098b2e884d6db9/volkswagen-polo
"17,599 EUR",Volkswagen,Polo,1.0 tsi,"52,024 km",2022,Petrol,Hatchback,Gray,Aveiro,70 kW (95 HP),Manual,https://auto.sapo.pt/carro-usado/65b8bb48c34f911a8bbc1d92/volkswagen-polo
"17,599 EUR",Volkswagen,Polo,1.0 tsi,"48,033 km",2022,Petrol,Hatchback,Blue,Aveiro,70 kW (95 HP),Manual,https://auto.sapo.pt/carro-usado/65bbb47e9d1cce2311bb6f52/volkswagen-polo
"18,750 EUR",Volkswagen,Polo,1.0 tsi,"44,000 km",2022,Petrol,Hatchback,Gray,Braga,70 kW (95 HP),Manual,https://carmine.pt/carros-usados/volkswagen-polo-10-tsi-life-95-braga/2374c48b-e69c-41de-92ed-dd6f3c6bd27c
"18,950 EUR",Volkswagen,Polo,1.0 tsi,"31,000 km",2022,Petrol,Hatchback,Gray,Porto,70 kW (95 HP),Manual,https://carmine.pt/carros-usados/volkswagen-polo-10-tsi-life-95-porto/3a30fb22-1611-49e5-9ebc-306ad24da850
"19,950 EUR",Volkswagen,Polo,1.0 tsi,"15,000 km",2022,Petrol,Hatchback,Gray,Porto,70 kW (95 HP),Manual,https://carmine.pt/carros-usados/volkswagen-polo-10-tsi-life-95-porto/aa691c7a-bd07-48cd-803f-d3ff34d5d285
"15,950 EUR",Audi,A1,1.4 TDI,"185,000 km",2018,Diesel,Mini,Red,Condeixa A Nova,67 kW (91 HP),Manual,https://carmine.pt/carros-usados/audi-a1-14-tdi-design-90-coimbra/0f5c899a-4271-4002-b8e5-ca181b84481b
"14,990 EUR",Audi,A6,2.7 TDI V6,"260,000 km",2010,Diesel,Sedan,Gray,Setúbal,141 kW (192 HP),Manual,https://auto.sapo.pt/carro-usado/65286ffbab1f052ad9bc5aee/audi-a6
"14,980 EUR",Audi,A6,2.0 TDIe,"202,228 km",2010,Diesel,Sedan,Blue,Santarém,101 kW (137 HP),Manual,https://auto.sapo.pt/carro-usado/65fb0c80dc5ad5f89634142e/audi-a6
"15,300 EUR",Audi,A6,2.0 TDI MultiTronic,"190,000 km",2010,Diesel,Sedan,Silver,Rana,101 kW (137 HP),Automatic,https://auto.sapo.pt/carro-usado/65b0dfb8e56629a45b902055/audi-a6
"14,250 EUR",Kia,Picanto,1.0,"42,750 km",2022,Petrol,Mini,Gray,Porto,49 kW (67 HP),Manual,https://carmine.pt/carros-usados/kia-picanto-10-cvvt-urban-67-porto/8d446070-a149-4de0-ab46-aed28a094bc4
"33,990 EUR",Audi,A6,3.0 TDI Quattro,"130,000 km",2011,Diesel,Sedan,Black,Porto,182 kW (248 HP),Automatic,https://carmine.pt/carros-usados/audi-a6-30-tdi-v6-quattro-s-line-s-tronic-245-porto/bd442b8d-3102-4b23-9ffb-496e952bac89
"8,900 EUR",Kia,Venga,1.4 CRDi,"247,862 km",2012,Diesel,Mini,White,Viana Do Castelo,57 kW (78 HP),Manual,https://carmine.pt/carros-usados/kia-venga-14-crdi-ex-isg-77-viana-do-castelo/fc0f18c0-2edc-46b6-871d-82d0e8ed5bc0
"24,900 EUR",Honda,Hr-V,1.6 i-dtec,"54,000 km",2019,Diesel,Crossover,Gray,Lisboa,89 kW (121 HP),Manual,https://carmine.pt/carros-usados/honda-hr-v-16-i-dtec-elegance+connect-navi-120-lisboa/0632179f-ac44-497d-95dc-9878519beb88
"26,990 EUR",Bmw,X5,i,"109,313 km",2007,Petrol,Suv,Gray,Lisboa,264 kW (359 HP),Automatic,https://carmine.pt/carros-usados/bmw-x5-48-i-355-lisboa/7411e1ec-6dfe-40a0-b26e-1687fd3b90af
"23,450 EUR",Kia,Stonic,1.0 T-GDi,"77,950 km",2021,Petrol,Crossover,Silver,Leiria,89 kW (121 HP),Automatic,https://carmine.pt/carros-usados/kia-stonic-10-t-gdi-gt-line-7dct-120-leiria/154ac64c-4f11-4324-9a52-d2b365c44b02
"8,800 EUR",Audi,A6,2.0 TDI,"207,000 km",2006,Diesel,Sedan,Gray,Setúbal,104 kW (141 HP),Manual,https://auto.sapo.pt/carro-usado/651468bd4b4611539791121d/audi-a6-20-tdi-exclusive-i
"17,950 EUR",Audi,A6,2.0 TDI MultiTronic,"248,000 km",2013,Diesel,Sedan,Gray,Setúbal,131 kW (178 HP),Automatic,https://carmine.pt/carros-usados/audi-a6-20-tdi-exclusive-multitronic-177-setubal/3944303a-f39e-4fbd-9bd4-5df121babc52
"19,990 EUR",Audi,A6,2.0 TDI MultiTronic,"207,933 km",2013,Diesel,Sedan,Gray,Lisboa,131 kW (178 HP),Automatic,https://auto.sapo.pt/carro-usado/65e203f37c1b958679a5c2eb/audi-a6
"8,900 EUR",Volkswagen,Polo,1.2,"156,599 km",2011,Diesel,Hatchback,White,Lisboa,55 kW (75 HP),Manual,https://carmine.pt/carros-usados/volkswagen-polo-12-tdi-bluemotion-75-lisboa/9bc35ba2-fb9c-4597-bf3b-97516fdb11ad
"19,950 EUR",Audi,A6,2.0 TDI,"224,818 km",2014,Diesel,Sedan,Gray,Aveiro,141 kW (192 HP),Automatic,https://carmine.pt/carros-usados/audi-a6-20-tdi-s-line-s-tronic-190-aveiro/50d50854-8ba7-45c6-98d5-d58cef68c7f1
"66,000 EUR",Porsche,911,3.8 S,"140,000 km",2006,Petrol,Coupe,Gray,Vila Do Conde,264 kW (359 HP),Automatic,https://www.custojusto.pt//porto/veiculos/carros-usados/coupe-cabrio/porsche-997-carrera-s-tiptroni-37626151
"17,900 EUR",Seat,Leon,1.6 TDI,"90,000 km",2019,Diesel,Hatchback,Black,Lisboa,85 kW (116 HP),Automatic,https://carmine.pt/carros-usados/seat-leon-st-16-tdi-style-dsg-ss-115-lisboa/6f38b35b-2283-457d-b8c9-1d63815c5fe0
"16,750 EUR",Seat,Leon,1.0,"45,000 km",2019,Petrol,Hatchback,Black,Lisboa,85 kW (116 HP),Manual,https://carmine.pt/carros-usados/seat-leon-10-ecotsi-style-ss-115-lisboa/fb7876eb-024c-4758-a2d7-6a716f7c0db0
"3,700 EUR",Ford,Mondeo,1.8,"244,589 km",1999,Diesel,Sedan,Blue,Setúbal,67 kW (91 HP),Manual,https://carmine.pt/carros-usados/ford-mondeo-18-td-ghia-90-setubal/e4ef4f55-0704-499f-bfe2-f358d41a31a7
"18,990 EUR",Bmw,X5,D,"241,200 km",2009,Diesel,Suv,Black,Porto,212 kW (288 HP),Automatic,https://carmine.pt/carros-usados/bmw-x5-35-d-xdrive-285-porto/9148513b-98ce-40ae-ab0b-37de6023facf
"37,450 EUR",Nissan,Navara,2.3,"147,000 km",2017,Diesel,Pickup,Black,Coimbra,141 kW (192 HP),Automatic,https://carmine.pt/carros-usados/nissan-navara-n23-dci-cd-4wd-n-conna+baat-190-coimbra/d7773b07-5888-4fc4-a638-aab74d0877bc
"23,600 EUR",Nissan,Qashqai,1.5 dCi,"67,000 km",2019,Diesel,Crossover,Black,Porto,85 kW (116 HP),Manual,https://www.abmotor.pt/carros/Nissan/Qashqai/481269/
"22,990 EUR",Nissan,Qashqai,1.3 DIG-T,"48,764 km",2019,Petrol,Crossover,White,Valongo,119 kW (162 HP),Manual,https://carmine.pt/carros-usados/nissan-qashqai-13-dig-t-n-connecta-j18-160-porto/2c519816-ef02-4121-a88d-bdf8d8777b52
"16,900 EUR",Suzuki,Ignis,1.2,"5,600 km",2023,Petrol,Mpv,Gray,Braga,61 kW (83 HP),Manual,https://www.custojusto.pt//braga/veiculos/carros-usados/citadino/suzuki-ignis-1-2-glx-mild-hybr-42333544
"25,998 EUR",Mazda,Mx-30,,"20,218 km",2021,Electric,Crossover,Black,Feira,108 kW (147 HP),Automatic,https://carmine.pt/carros-usados/mazda-mx-30-e-skyactiv-ex+plus-pack+vintage-leatherette-145-aveiro/1af2e63c-41b2-402d-a253-9c2eb7d0d94a
"40,999 EUR",Audi,E-Tron,50 quattro,"29,731 km",2021,Electric,Suv,Blue,Porto,233 kW (317 HP),Automatic,https://carmine.pt/carros-usados/audi-e-tron-sb-50-quattro-s-line-313-porto/0c33f1f6-27f2-49d1-a62c-f94509d2e35c
"49,499 EUR",Audi,E-Tron,50 quattro,"19,703 km",2021,Electric,Suv,Black,Porto,304 kW (413 HP),Automatic,https://carmine.pt/carros-usados/audi-e-tron-sb-55-quattro-s-line-408-porto/7e733d63-6b49-43d4-8b7e-ccf0f71c2784
"25,450 EUR",Audi,A6,2.0 TDI,"191,830 km",2015,Diesel,Sedan,Blue,Aveiro,111 kW (151 HP),Automatic,https://auto.sapo.pt/carro-usado/65faff52dc5ad5f89633fddb/audi-a6
"21,990 EUR",Audi,A6,2.0 TDI,"190,000 km",2015,Diesel,Sedan,Gray,Aveiro,141 kW (192 HP),Automatic,https://auto.sapo.pt/carro-usado/65288582ab1f052ad9bc8cbb/audi-a6
"21,480 EUR",Audi,A6,2.0 TDI,"161,602 km",2015,Diesel,Sedan,Gray,Aveiro,141 kW (192 HP),Automatic,https://carmine.pt/carros-usados/audi-a6-20-tdi-business-line-s-tronic-190-aveiro/c4b89ead-e644-43a0-b706-64a8dce12483
"32,990 EUR",Volkswagen,Golf,2.0 GTI,"142,913 km",2018,Petrol,Hatchback,Blue,Aveiro,182 kW (248 HP),Manual,https://auto.sapo.pt/carro-usado/652885c2ab1f052ad9bc8d61/volkswagen-golf
"10,990 EUR",Audi,A3,2.0 TDI,"232,812 km",2007,Diesel,Coupe,Gray,Pombal,126 kW (171 HP),Automatic,https://carmine.pt/carros-usados/audi-a3-20-tdi-s-line-s-tronic-170-leiria/29e8952a-ea69-4514-bba4-122e2b6386ad
"31,996 EUR",Audi,A6,2.0 TDI,"165,498 km",2016,Diesel,Sedan,White,Aveiro,141 kW (192 HP),Automatic,https://carmine.pt/carros-usados/audi-a6-20-tdi-s-line-s-tronic-190-aveiro/95bf4a8c-a23d-4406-b536-db82448ffbf4
"24,900 EUR",Nissan,Qashqai,1.5 dCi,"139,109 km",2021,Diesel,Crossover,White,Queluz,85 kW (116 HP),Automatic,https://auto.sapo.pt/carro-usado/657d6e88b640cc4077e11750/nissan-qashqai
"27,900 EUR",Nissan,Qashqai,1.5 dCi,"122,840 km",2021,Diesel,Crossover,Gray,Queluz,85 kW (116 HP),Manual,https://auto.sapo.pt/carro-usado/6548bd808820876fba9af979/nissan-qashqai
"12,500 EUR",Bmw,3 Series,318Ci,"170,000 km",2004,Petrol,Convertible,Blue,Braga,106 kW (144 HP),Manual,https://carmine.pt/carros-usados/bmw-serie-3-318-ci-cabrio-sport-143-braga/8a31ac7c-9a30-446d-aa20-a2f2257c015a
"38,999 EUR",Audi,A6,2.0 TDI,"143,000 km",2017,Diesel,Sedan,Gray,Porto,141 kW (192 HP),Automatic,https://carmine.pt/carros-usados/audi-a6-20-tdi-s-line-s-tronic-190-porto/af3883fc-5190-493f-9e06-6814c1ff4d0c
"29,900 EUR",Audi,A6,2.0 TDI,"137,000 km",2017,Diesel,Sedan,Gray,Setúbal,141 kW (192 HP),Manual,https://auto.sapo.pt/carro-usado/65ba6bb0455b66dd0fbcb47b/audi-a6
"24,900 EUR",Audi,A6,2.0 TDI,"121,000 km",2017,Diesel,Sedan,Black,Lisboa,111 kW (151 HP),Automatic,https://carmine.pt/carros-usados/audi-a6-20-tdi-sport-s-tronic-150-lisboa/9c453611-311d-4a39-be44-ccf63e688e81
"64,990 EUR",Bmw,X4,,"50,000 km",2021,Diesel,Suv,Black,Braga,141 kW (192 HP),Automatic,https://carmine.pt/carros-usados/bmw-x4-20-d-xdrive-x-pack-m-auto-190-braga/9be65f0a-33f9-438c-b05f-0e001cf7b23e
"25,950 EUR",Volkswagen,Sharan,2.0 TDI,"170,000 km",2016,Diesel,Van,Blue,Vila Nova De Gaia,137 kW (186 HP),Automatic,https://www.custojusto.pt//porto/veiculos/carros-usados/monovolume/vw-sharan-2-0-tdi-highline-dsg-42375527
"26,900 EUR",Audi,A5,2.0,"97,000 km",2017,Diesel,Coupe,Gray,Porto,141 kW (192 HP),Automatic,https://carmine.pt/carros-usados/audi-a5-20-tdi-s-tronic-190-porto/7baae60c-82a9-4f4e-8027-0177414e856c
"13,900 EUR",Volkswagen,Up!,1.0 Cross,"87,000 km",2018,Petrol,Mini,White,Lisboa,55 kW (75 HP),Manual,https://carmine.pt/carros-usados/volkswagen-up-10-cross-!-75-lisboa/a19f4ab5-e244-4cfe-a6e5-e114590a9c85
"48,199 EUR",Porsche,Panamera,3.0,"128,624 km",2011,Diesel,Sedan,Black,Feira,186 kW (253 HP),Automatic,https://carmine.pt/carros-usados/porsche-panamera-panamera-250-aveiro/7aaff200-4fb7-4801-a5bc-3bd57f617e8f
"20,990 EUR",Mini,Cooper,1.5,"95,000 km",2017,Diesel,Convertible,White,Lisboa,111 kW (151 HP),Manual,https://auto.sapo.pt/carro-usado/65e1ac137c1b958679a5a369/mini-cabrio-cooper-d
"32,750 EUR",Audi,A6,2.0 40 TDI,"137,000 km",2019,Diesel,Sedan,Gray,Porto,152 kW (207 HP),Automatic,https://auto.sapo.pt/carro-usado/65e43d14bc3ed9517c40ebce/audi-a6
"51,990 EUR",Audi,A6,2.0 40 TDI,"130,000 km",2019,Diesel,Sedan,Gray,Porto,152 kW (207 HP),Automatic,https://www.custojusto.pt//porto/veiculos/carros-usados/carrinha/audi-a6-40-tdi-sport-s-tronic-40646143
"23,500 EUR",Mini,Countryman,1.6 One D,"81,000 km",2019,Diesel,Crossover,Black,Porto,86 kW (117 HP),Manual,https://carmine.pt/carros-usados/mini-mini-countryman-mini-one-d-116-porto/3515cbc7-fa9f-4c69-aa36-3b5ea0b3e60a
"34,500 EUR",Mercedes Benz,C-Class,,"151,000 km",2020,Diesel,Coupe,Blue,Setúbal,144 kW (196 HP),Automatic,https://carmine.pt/carros-usados/mercedes-classe-c-c-220-d-amg-line-194-setubal/911f9c06-45ee-4237-9663-a1971401e119
"34,990 EUR",Mercedes Benz,C-Class,,"137,000 km",2020,Diesel,Wagon,Gray,Lisboa,144 kW (196 HP),Automatic,https://carmine.pt/carros-usados/mercedes-classe-c-c-220-d-amg-line-194-lisboa/efa6e477-3ae2-4bac-86ba-a4929293bee6
"20,900 EUR",Nissan,Qashqai,1.5 dCi,"96,000 km",2018,Diesel,Crossover,Black,Trofa,85 kW (116 HP),Manual,https://carmine.pt/carros-usados/nissan-qashqai-15-dci-n-connecta-j18-115-porto/ea41c28b-b743-4883-a430-cb35a3ee9099
"20,900 EUR",Nissan,Qashqai,1.5 dCi,"76,000 km",2018,Diesel,Crossover,Black,Trofa,85 kW (116 HP),Manual,https://carmine.pt/carros-usados/nissan-qashqai-15-dci-n-connecta-j18-115-porto/6620f794-f62c-4dd2-80c5-151a7d671bc2
"11,990 EUR",Bmw,X1,,"239,900 km",2011,Diesel,Suv,White,Lisboa,106 kW (144 HP),Automatic,https://carmine.pt/carros-usados/bmw-x1-18-d-sdrive-auto-143-leiria/c44df1b2-41c8-4be0-b0fb-1314505a1c12
"32,990 EUR",Mercedes Benz,E-Class,,"101,000 km",2016,Diesel,Coupe,Gray,Loures,144 kW (196 HP),Automatic,https://carmine.pt/carros-usados/mercedes-classe-e-e-220-d-amg-designo-194-lisboa/f7e69e3d-c86d-45bc-aaf0-acb7376fbd67
"13,990 EUR",Audi,A5,2.0 TDI,"250,000 km",2010,Diesel,Sedan,Gray,Loures,126 kW (171 HP),Manual,https://carmine.pt/carros-usados/audi-a5-20-tdi-170-lisboa/42f4d662-a164-49be-8fd5-61786d53d393
"17,750 EUR",Audi,A5,2.0,"225,000 km",2010,Diesel,Convertible,Black,Viseu,126 kW (171 HP),Manual,https://carmine.pt/carros-usados/audi-a5-cabrio20-tdi-s-line-170-viseu/38423200-18a4-4aa3-a2c0-974f3bf3be81
"18,999 EUR",Audi,A5,2.0 TDI quattro,"213,323 km",2010,Diesel,Coupe,Black,Porto,126 kW (171 HP),Manual,https://auto.sapo.pt/carro-usado/659031a47b7e96d921b7132f/audi-a5
"22,999 EUR",Audi,A5,3.0,"162,000 km",2010,Diesel,Sedan,White,Aveiro,178 kW (242 HP),Automatic,https://carmine.pt/carros-usados/audi-a5-sportb30-tdi-s-trquas-line-240-aveiro/3589013f-bb17-46b0-b425-37faaf029bd5
"9,990 EUR",Audi,A4,2.0,"340,000 km",2008,Diesel,Sedan,Silver,Setúbal,126 kW (171 HP),Manual,https://carmine.pt/carros-usados/audi-a4-20-tdi-sport-170-setubal/740aea49-1d1f-4a5b-93c0-e7b2d59585d0
"58,400 EUR",Volvo,Xc90,2.0,"43,700 km",2019,Diesel,Suv,Black,Viana Do Castelo,175 kW (238 HP),Automatic,https://carmine.pt/carros-usados/volvo-xc90-20-b5-momentum-plus-awd-235-porto/597b802d-6464-41f9-8edd-f484e7404a85
"37,980 EUR",Mercedes Benz,E-Class,,"106,940 km",2017,Diesel,Coupe,Black,Lisboa,144 kW (196 HP),Automatic,https://auto.sapo.pt/carro-usado/6565b73f117dc52f2071ea11/mercedes-benz-classe-e-220-d-avantgarde
"75,000 EUR",Mercedes Benz,Gls-Class,350,"139,497 km",2018,Diesel,Suv,White,Lisboa,192 kW (261 HP),Automatic,https://auto.sapo.pt/carro-usado/65f95f979006b3e573f60097/mercedes-benz-classe-gls
"13,500 EUR",Nissan,Micra,0.9,"75,779 km",2018,Petrol,Mini,Black,Lisboa,67 kW (91 HP),Manual,https://auto.sapo.pt/carro-usado/65da0d1e783671a68ef0b67b/nissan-micra-09-ig-t-tekna-ss
"29,500 EUR",Porsche,Cayenne,3.0 D,"256,000 km",2010,Diesel,Suv,Black,Porto,178 kW (242 HP),Automatic,https://auto.sapo.pt/carro-usado/652824ba8908934eb656bfeb/porsche-cayenne
"29,750 EUR",Porsche,Cayenne,3.0 S Hybrid,"207,000 km",2010,Petrol,Suv,Blue,Porto,248 kW (337 HP),Automatic,https://carmine.pt/carros-usados/porsche-cayenne-s-hybrid-333-porto/1a231c98-20ef-4305-827e-b81cd0790cf8
"23,950 EUR",Audi,Q5,2.0 TDI quattro,"180,000 km",2014,Diesel,Suv,Gray,Porto,141 kW (192 HP),Automatic,https://auto.sapo.pt/carro-usado/65ddb4458c53ce9583c29679/audi-q5
