Price,Make,Model,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact,Trim
"56,705 EUR (659,000 NOK)",Bmw,7 Series,"109,512 km",2016,Petrol,Sedan,Black,Bryne,334 kW (454 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=329729093,750i
"77,434 EUR (899,900 NOK)",Porsche,Taycan,"57,900 km",2020,Electric,Sedan,White,Porsgrunn,516 kW (702 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=338744892,Turbo
"71,333 EUR (829,000 NOK)",Bmw,7 Series,"60,000 km",2018,Petrol,Sedan,Black,Stavanger,334 kW (454 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=329720401,750Li xDrive
"20,642 EUR (239,900 NOK)",Bmw,3 Series,"139,000 km",2008,Diesel,Convertible,Blue,Oslo,131 kW (178 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344772717,320d
"25,728 EUR (299,000 NOK)",Bmw,X5,"160,000 km",2013,Diesel,Suv,Black,Skien,182 kW (248 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343917968,xDrive30d
"27,449 EUR (319,000 NOK)",Ford,Transit,"100,600 km",2017,Petrol,Van,White,Arendal,126 kW (171 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=341341019,2.0
"85,101 EUR (989,000 NOK)",Porsche,Taycan,"35,000 km",2021,Electric,Sedan,Black,Kolbotn,425 kW (578 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=319016670,4S
"18,844 EUR (219,000 NOK)",Škoda,Octavia,"126,000 km",2017,Petrol,Wagon,Gray,Kolbotn,133 kW (181 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344898303,1.8 TSI
"25,728 EUR (299,000 NOK)",Jaguar,I-Pace,"126,500 km",2019,Electric,Suv,Gray,Arendal,298 kW (405 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344662689,EV400S
"7,658 EUR (89,000 NOK)",Mercedes Benz,E-Class,"207,000 km",2007,Diesel,Sedan,Black,Stavanger,126 kW (171 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=334663844,
"82,175 EUR (955,000 NOK)",Land Rover,Range Rover Sport,"86,000 km",2018,Diesel,Suv,Gray,Tønsberg,228 kW (310 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344997065,3.0 SDV6
"7,916 EUR (92,000 NOK)",Volkswagen,Passat,"211,000 km",2012,Diesel,Wagon,Black,Skien,104 kW (141 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344548484,2.0 TDI SCR
"59,287 EUR (689,000 NOK)",Mercedes Benz,E-Class,"112,247 km",2014,Petrol,Wagon,Black,Tromsø,436 kW (593 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=340249609,63 AMG
"18,928 EUR (219,976 NOK)",Ford,Transit Custom,"141,000 km",2020,Diesel,Van,White,Kolbotn,126 kW (171 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=345167795,2.0
"12,038 EUR (139,900 NOK)",Volvo,V60,"131,940 km",2015,Diesel,Wagon,Gray,Kristiansand,85 kW (116 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=345076414,1.6 D2
"91,985 EUR (1,069,000 NOK)",Mercedes Benz,S-Class,"66,000 km",2017,Petrol,Sedan,Black,Sandnes,436 kW (593 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343081055,63 AMG
"5,076 EUR (59,000 NOK)",Škoda,Octavia,"224,000 km",2010,Diesel,Wagon,Black,Stavanger,78 kW (106 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344980862,1.6 TDI
"57,566 EUR (669,000 NOK)",Maserati,Granturismo,"102,000 km",2010,Petrol,Coupe,Black,Sandnes,327 kW (445 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=319256524,4.7
"44,736 EUR (519,900 NOK)",Bmw,X5,"168,500 km",2015,Diesel,Suv,Gray,Kristiansand,233 kW (317 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=341478685,xDrive40d
"5,937 EUR (69,000 NOK)",Škoda,Octavia,"175,000 km",2011,Petrol,Wagon,Gray,Jessheim,90 kW (122 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=345109066,1.4 TSI
"7,658 EUR (89,000 NOK)",Škoda,Octavia,"171,000 km",2011,Petrol,Wagon,White,Skien,78 kW (106 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=341546654,1.2 TFSI
"73,054 EUR (849,000 NOK)",Mercedes Benz,Eqe,"23,000 km",2023,Electric,Sedan,Black,Ski,354 kW (481 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=307212512,
"6,014 EUR (69,900 NOK)",Nissan,Qashqai,"217,450 km",2011,Diesel,Crossover,Violet,Drammen,82 kW (112 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=343809600,1.5 dCi
"8,596 EUR (99,900 NOK)",Kia,Soul,"82,000 km",2016,Electric,Mpv,Black,Porsgrunn,82 kW (112 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=333030480,
"43,712 EUR (508,000 NOK)",Tesla,Model Y,"53,000 km",2022,Electric,Suv,White,Sarpsborg,398 kW (541 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=340168418,electro
"11,444 EUR (133,000 NOK)",Mercedes Benz,C-Class,"152,000 km",2012,Diesel,Sedan,White,Stavanger,101 kW (137 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=324298481,200 CDI
"55,922 EUR (649,900 NOK)",Bmw,Ix,"13,900 km",2023,Electric,Suv,Blue,Porsgrunn,213 kW (290 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=319185383,
"43,884 EUR (510,000 NOK)",Tesla,Model Y,"35,000 km",2022,Electric,Suv,Red,Stavanger,383 kW (521 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342293710,0.0 long range
"46,218 EUR (537,129 NOK)",Tesla,Model Y,"19,900 km",2022,Electric,Suv,White,Stavanger,398 kW (541 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=341354460,0.0 performance
"6,797 EUR (79,000 NOK)",Nissan,Qashqai,"179,000 km",2013,Petrol,Crossover,Brown,Jessheim,87 kW (118 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=342962433,1.6
"10,239 EUR (119,000 NOK)",Ford,Mondeo,"146,000 km",2011,Diesel,Wagon,White,Skien,149 kW (203 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=344575117,2.2 TDCi
"5,076 EUR (59,000 NOK)",Citroen,C3,"146,000 km",2010,Petrol,Hatchback,Blue,Stavanger,70 kW (95 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=339461172,1.4 VTi
"48,100 EUR (559,000 NOK)",Bmw,X5,"141,000 km",2017,Diesel,Suv,Gray,Stavanger,233 kW (317 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=334572206,40d
"55,513 EUR (645,147 NOK)",Bmw,X5,"135,000 km",2017,Diesel,Suv,Black,Hønefoss,233 kW (317 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=341004420,xDrive40d
"51,620 EUR (599,900 NOK)",Bmw,X5,"126,000 km",2017,Diesel,Suv,Black,Sarpsborg,233 kW (317 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343979980,40d
"37,775 EUR (439,000 NOK)",Ford,Mustang Mach-E,"40,800 km",2021,Electric,Crossover,Black,Stavanger,200 kW (272 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=335406759,
"11,112 EUR (129,147 NOK)",Volkswagen,Cc,"177,000 km",2012,Diesel,Sedan,Gray,Kjenner,126 kW (171 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=334250825,2.0 TDI
"17,123 EUR (199,000 NOK)",Volkswagen,Transporter,"220,000 km",2016,Diesel,Van,Silver,As,111 kW (151 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344988789,2.4
"14,542 EUR (169,000 NOK)",Volvo,Xc60,"181,000 km",2010,Diesel,Crossover,Gray,Skien,121 kW (165 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343584143,2.4 D5
"33,558 EUR (389,999 NOK)",Porsche,Panamera,"110,723 km",2011,Petrol,Sedan,Black,Vestby,298 kW (405 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=341967589,4.8 4S
"275,353 EUR (3,199,999 NOK)",Lamborghini,Aventador,"49,524 km",2012,Petrol,Coupe,White,Vestby,521 kW (709 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=338648507,6.5 lp 700-4
"18,844 EUR (219,000 NOK)",Škoda,Octavia,"86,722 km",2019,Petrol,Wagon,Silver,Arendal,111 kW (151 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344662936,1.5 tsi
"19,704 EUR (229,000 NOK)",Toyota,Prius,"74,938 km",2021,Hybrid,Hatchback,Black,Arendal,90 kW (122 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344663422,1.8
"84,240 EUR (979,000 NOK)",Land Rover,Range Rover Sport,"122,062 km",2015,Petrol,Suv,Gray,Oslo,410 kW (558 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=336767240,5.0
"8,518 EUR (99,000 NOK)",Volvo,V40 Cross Country,"245,000 km",2014,Diesel,Wagon,Black,Drammen,85 kW (116 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=341592082,1.6
"6,022 EUR (69,990 NOK)",Toyota,Auris,"210,000 km",2010,Petrol,Hatchback,Black,Skien,73 kW (99 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=341526455,1.3
"34,776 EUR (404,147 NOK)",Bmw,5 Series,"109,300 km",2014,Diesel,Wagon,Gray,Al,192 kW (261 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=333749477,
"4,732 EUR (55,000 NOK)",Toyota,Auris,"219,000 km",2011,Petrol,Hatchback,Black,Skien,73 kW (99 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=330468952,1.3
"8,174 EUR (95,000 NOK)",Volvo,Xc60,"255,200 km",2010,Diesel,Crossover,Blue,Stange,121 kW (165 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342943957,2.4 d3
"52,403 EUR (609,000 NOK)",Tesla,Model Y,"7,100 km",2023,Electric,Suv,Black,Tromsø,398 kW (541 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=296949094,electro
"42,929 EUR (498,900 NOK)",Hyundai,Ioniq 6,"13,380 km",2023,Electric,Sedan,Black,Oslo,242 kW (329 HP),Automatic,https://bruktbil.mobile.no/340442272,
"46,371 EUR (538,900 NOK)",Mazda,Cx-60,"17,242 km",2022,Hybrid,Suv,Gray,Oslo,244 kW (332 HP),Automatic,https://bruktbil.mobile.no/343283311,2.5
"116,156 EUR (1,349,900 NOK)",Lexus,Rx,"2,900 km",2023,Petrol,Suv,Brown,Bodø,276 kW (375 HP),Automatic,https://www.nordvik.no/bruktbil/335731201,
"44,650 EUR (518,900 NOK)",Hyundai,Ioniq,"5,305 km",2023,Electric,Sedan,Gold,Oslo,242 kW (329 HP),Automatic,https://bruktbil.mobile.no/338369324,
"39,487 EUR (458,900 NOK)",Hyundai,Ioniq,"5,002 km",2023,Electric,Sedan,Black,Oslo,242 kW (329 HP),Automatic,https://bruktbil.mobile.no/338368881,
"6,453 EUR (75,000 NOK)",Hyundai,I30,"146,000 km",2011,Diesel,Wagon,Silver,Skien,67 kW (91 HP),Manual,https://bruktbil.mobile.no/336314044,1.6 CRDi
"42,929 EUR (498,900 NOK)",Hyundai,Ioniq,"26,737 km",2023,Electric,Sedan,Black,Oslo,242 kW (329 HP),Automatic,https://bruktbil.mobile.no/338638367,
"42,154 EUR (489,900 NOK)",Lexus,Ux,"4,000 km",2023,Electric,Crossover,Gray,Bodø,152 kW (207 HP),Automatic,https://www.nordvik.no/bruktbil/339036727,300e
"17,984 EUR (209,000 NOK)",Subaru,Outback,"119,500 km",2015,Petrol,Crossover,Black,Skien,130 kW (177 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=325004699,2.5
"7,649 EUR (88,900 NOK)",Toyota,Prius,"101,000 km",2007,Hybrid,Hatchback,Beige,Jessheim,85 kW (116 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343178314,1.5
"6,010 EUR (69,845 NOK)",Mitsubishi,Outlander,"220,459 km",2009,Petrol,Suv,Blue,Spydeberg,126 kW (171 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=345102073,2.4
"60,233 EUR (699,999 NOK)",Bentley,Flying Spur,"109,000 km",2005,Petrol,Sedan,Blue,Drammen,417 kW (567 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=272950223,6.0 W12
"16,263 EUR (189,000 NOK)",Volvo,Xc60,"192,000 km",2012,Diesel,Crossover,Black,Trondheim,121 kW (165 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=345174912,2.4 D5
"64,535 EUR (749,990 NOK)",Mercedes Benz,Gle-Class,"133,000 km",2017,Petrol,Coupe,Black,Skien,273 kW (371 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=322273803,43 AMG
"38,635 EUR (449,000 NOK)",Opel,Vivaro,"34,808 km",2018,Diesel,Van,Gray,Arendal,93 kW (126 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=344672487,1.6
"9,385 EUR (109,068 NOK)",Toyota,Prius,"98,000 km",2009,Hybrid,Hatchback,White,Skien,73 kW (99 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344695548,1.8
"5,082 EUR (59,068 NOK)",Opel,Insignia,"167,000 km",2011,Diesel,Sedan,Black,Sola,97 kW (132 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=333347216,2.0
"10,239 EUR (119,000 NOK)",Peugeot,308,"108,003 km",2015,Petrol,Wagon,White,Eidsvoll,97 kW (132 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=344873559,1.2 vti
"24,867 EUR (289,000 NOK)",Bmw,3 Series,"69,000 km",2016,Petrol,Sedan,Silver,Levanger,137 kW (186 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342892346,320i xDrive
"56,783 EUR (659,900 NOK)",Bentley,Flying Spur,"100,150 km",2010,Petrol,Sedan,Black,Mandal,417 kW (567 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=339189829,6.0 W12
"6,797 EUR (79,000 NOK)",Opel,Insignia,"157,200 km",2012,Diesel,Wagon,Gray,Sandnes,97 kW (132 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=331539204,2.0 CDTi
"63,085 EUR (733,147 NOK)",Mercedes Benz,Gle-Class,"95,500 km",2017,Petrol,Coupe,Silver,Lillestrøm,273 kW (371 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=332664218,43 AMG
"15,402 EUR (179,000 NOK)",Honda,Hr-V,"98,000 km",2016,Petrol,Crossover,White,Stavanger,97 kW (132 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344782309,1.5 i-VTEC
"86,039 EUR (999,900 NOK)",Mercedes Benz,Gle-Class,"78,606 km",2017,Petrol,Suv,White,Kongsvinger,436 kW (593 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=312525917,
"28,394 EUR (329,990 NOK)",Jaguar,I-Pace,"95,000 km",2018,Electric,Suv,Silver,Oslo,298 kW (405 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342128053,EV400HSE
"54,201 EUR (629,900 NOK)",Mercedes Benz,Gle-Class,"63,000 km",2017,Petrol,Coupe,Silver,Stavanger,248 kW (337 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=341934694,400 4MATIC
"13,595 EUR (158,000 NOK)",Bmw,X1,"153,200 km",2014,Diesel,Suv,Black,Arendal,101 kW (137 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344962388,xDrive18d
"85,187 EUR (990,000 NOK)",Tesla,Model X,"19,000 km",2022,Electric,Suv,Black,Trondheim,,Automatic,https://www.finn.no/car/used/ad.html?finnkode=343193360,0.0 plaid
"74,861 EUR (869,999 NOK)",Bmw,X6m,"106,000 km",2016,Petrol,Suv,Black,Hønefoss,428 kW (582 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=339028728,
"13,759 EUR (159,900 NOK)",Mercedes Benz,Vito,"154,000 km",2017,Diesel,Van,Silver,Nesbru,85 kW (116 HP),Manual,https://www.finn.no/345143373,
"23,146 EUR (269,000 NOK)",Bmw,3 Series,"34,700 km",2018,Petrol,Wagon,Black,Oslo,101 kW (137 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343400902,
"72,194 EUR (839,000 NOK)",Alfa Romeo,Stelvio,"80,000 km",2018,Petrol,Crossover,Red,Sandnes,380 kW (517 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344659648,2.9
"24,945 EUR (289,900 NOK)",Kia,Niro,"23,000 km",2021,Electric,Suv,Black,Oslo,152 kW (207 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344320670,
"25,805 EUR (299,900 NOK)",Toyota,Hilux,"154,000 km",2018,Diesel,Pickup,Red,Ski,111 kW (151 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343896822,2.4
"8,602 EUR (99,974 NOK)",Citroen,C4 Cactus,"81,000 km",2014,Petrol,Hatchback,White,Drammen,61 kW (83 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=341096025,1.2
"51,542 EUR (599,000 NOK)",Isuzu,D-Max,"27,413 km",2021,Diesel,Pickup,Orange,Tromsø,121 kW (165 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342795583,1.9
"36,992 EUR (429,900 NOK)",Isuzu,D-Max,"75,789 km",2022,Diesel,Pickup,Orange,Ski,121 kW (165 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342787871,1.9
"4,116 EUR (47,845 NOK)",Volkswagen,Touran,"257,856 km",2007,Diesel,Mpv,Black,Spydeberg,104 kW (141 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=337806738,2.0
"19,704 EUR (229,000 NOK)",Tesla,Model S,"131,700 km",2015,Electric,Sedan,Red,Sandnes,293 kW (398 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344956773,electro
"7,733 EUR (89,879 NOK)",Peugeot,4008,"194,300 km",2013,Petrol,Crossover,Gray,Lillestrøm,85 kW (116 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=340840747,1.6
"24,084 EUR (279,900 NOK)",Tesla,Model S,"130,000 km",2015,Electric,Sedan,Gray,Holmestrand,,Automatic,https://www.finn.no/car/used/ad.html?finnkode=342961523,electro
"30,917 EUR (359,305 NOK)",Bmw,5 Series,"177,000 km",2018,Diesel,Wagon,Gray,Stokmarknes,141 kW (192 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=341848968,
"9,379 EUR (109,000 NOK)",Volvo,V60,"206,800 km",2012,Diesel,Wagon,Orange,Fredrikstad,121 kW (165 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=344697144,2.0
"19,782 EUR (229,900 NOK)",Mercedes Benz,R-Class,"171,000 km",2011,Diesel,Mpv,Black,Stavanger,197 kW (268 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=345165182,350 CDI
"58,426 EUR (679,000 NOK)",Audi,E-Tron,"9,300 km",2021,Electric,Suv,Red,Moss,304 kW (413 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=275911783,
"27,449 EUR (319,000 NOK)",Škoda,Kodiaq,"171,000 km",2018,Diesel,Suv,Blue,Hønefoss,141 kW (192 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342857269,2.0 TDI
"18,831 EUR (218,845 NOK)",Bmw,3 Series,"238,953 km",2012,Diesel,Sedan,Black,Sola,182 kW (248 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342206078,
"19,300 EUR (224,305 NOK)",Bmw,X3,"127,911 km",2013,Diesel,Suv,Black,Bergen,121 kW (165 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=342939660,xDrive20d
"10,755 EUR (124,990 NOK)",Škoda,Octavia,"167,000 km",2014,Petrol,Wagon,Red,Ski,104 kW (141 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343688725,1.4
"5,076 EUR (59,000 NOK)",Mazda,6,"218,000 km",2010,Diesel,Sedan,Brown,Stavanger,96 kW (131 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=339945562,2.2 cd
"51,620 EUR (599,900 NOK)",Seres,Sf5,1 km,2023,Electric,Crossover,Black,Elverum,436 kW (593 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=329945004,electro
"11,960 EUR (139,000 NOK)",Lexus,Is,"134,000 km",2009,Diesel,Sedan,Gray,Kolbotn,131 kW (178 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=343683035,220D
"9,454 EUR (109,875 NOK)",Peugeot,Partner,"103,000 km",2016,Petrol,Pickup,Gray,Drammen,73 kW (99 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=345058734,1.6
"47,223 EUR (548,800 NOK)",Mercedes Benz,Eqc,"48,000 km",2021,Electric,Suv,Black,Hokksund,304 kW (413 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=332431573,
"6,444 EUR (74,900 NOK)",Nissan,Leaf,"68,000 km",2013,Electric,Hatchback,Gray,Nesbru,81 kW (110 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344244583,Tekna
"42,593 EUR (495,000 NOK)",Mercedes Benz,Eqc,"35,000 km",2021,Electric,Suv,Gray,Melhus,304 kW (413 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344832345,400
"7,658 EUR (89,000 NOK)",Hyundai,I20,"61,000 km",2012,Petrol,Hatchback,Black,Stavanger,62 kW (84 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=340443869,1.2
"36,131 EUR (419,900 NOK)",Audi,E-Tron,"63,700 km",2020,Electric,Suv,Gray,Arendal,290 kW (394 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=341631850,
"18,844 EUR (219,000 NOK)",Volvo,Xc70,"203,280 km",2012,Diesel,Crossover,White,Trondheim,121 kW (165 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344713349,2.4
"36,999 EUR (429,990 NOK)",Bmw,4 Series,"155,000 km",2015,Diesel,Coupe,Black,Hell,233 kW (317 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=341106179,435d xDrive
"18,921 EUR (219,900 NOK)",Volkswagen,Touran,"170,000 km",2017,Petrol,Mpv,Blue,Drøbak,111 kW (151 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343856187,1.4
"30,108 EUR (349,900 NOK)",Volvo,Xc60,"129,300 km",2016,Diesel,Crossover,White,Mandal,141 kW (192 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=341265480,2.4 D4 AWD
"38,720 EUR (449,990 NOK)",Jeep,Wrangler,"108,749 km",2017,Diesel,Suv,Gray,Hell,149 kW (203 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343879518,2.8 CRD
"42,937 EUR (499,000 NOK)",Audi,E-Tron,"49,000 km",2021,Electric,Suv,Black,Kolbotn,317 kW (431 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=341752165,
"21,882 EUR (254,305 NOK)",Tesla,Model S,"110,300 km",2017,Electric,Sedan,Silver,Sarpsborg,314 kW (427 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343723996,electro
"7,735 EUR (89,900 NOK)",Subaru,Outback,"242,000 km",2010,Diesel,Crossover,Gray,Skjetten,111 kW (151 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=319297867,2.0 D
"799,800 EUR",Mercedes Benz,Gls-Class,"86,200 km",2017,Petrol,Suv,White,Hønefoss,436 kW (593 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=345157732,63 AMG
"49,477 EUR (575,000 NOK)",Tesla,Model X,"139,500 km",2016,Electric,Suv,Black,Nesbru,575 kW (782 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=336710746,electro
"18,500 EUR (214,999 NOK)",Bmw,3 Series,"214,000 km",2009,Diesel,Sedan,Black,Ski,202 kW (275 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=339995016,
"18,844 EUR (219,000 NOK)",Mazda,Cx-5,"97,976 km",2014,Diesel,Crossover,Gray,Arendal,111 kW (151 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344663526,2.2 D
"30,917 EUR (359,305 NOK)",Bmw,X5,"259,000 km",2014,Diesel,Suv,Black,Notodden,192 kW (261 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343153210,xDrive30d
"5,149 EUR (59,845 NOK)",Volkswagen,Tiguan,"248,000 km",2009,Diesel,Crossover,Gray,Kolbotn,104 kW (141 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343450574,2.0 TDI 4Motion
"66,256 EUR (769,999 NOK)",Audi,E-Tron,"12,000 km",2022,Electric,Suv,White,Hønefoss,439 kW (597 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344958006,
"111,853 EUR (1,299,900 NOK)",Porsche,Taycan,"12,000 km",2023,Electric,Sedan,Black,Kristiansand,445 kW (605 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=307045606,
"54,209 EUR (629,990 NOK)",Kia,Ev6,150 km,2023,Electric,Crossover,White,Elverum,242 kW (329 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344671485,GT 77 kWh
"4,216 EUR (49,000 NOK)",Nissan,Leaf,"105,900 km",2013,Electric,Hatchback,Black,Sandnes,81 kW (110 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344138800,
"8,114 EUR (94,305 NOK)",Mitsubishi,Asx,"153,840 km",2014,Petrol,Crossover,Silver,Kopervik,87 kW (118 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=340098711,1.6
"25,754 EUR (299,305 NOK)",Volkswagen,Tiguan,"144,511 km",2017,Diesel,Crossover,White,Mandal,111 kW (151 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344899924,2.0 TDI
"22,363 EUR (259,900 NOK)",Mazda,Cx-5,"95,700 km",2017,Diesel,Crossover,Blue,Porsgrunn,111 kW (151 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=343265876,2.2 D
"68,795 EUR (799,500 NOK)",Land Rover,Range Rover Velar,"55,000 km",2018,Diesel,Suv,Gray,Kristiansand,284 kW (386 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=293964411,3.0
"24,880 EUR (289,147 NOK)",Mazda,Cx-5,"82,482 km",2017,Petrol,Crossover,Black,Mandal,143 kW (194 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344696683,2.5
"6,875 EUR (79,900 NOK)",Hyundai,Ix20,"71,800 km",2013,Petrol,Hatchback,Silver,Rakkestad,67 kW (91 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=345231543,
"4,216 EUR (49,000 NOK)",Mitsubishi,I-Miev,"87,000 km",2013,Electric,Mini,White,Sola,35 kW (48 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=335036795,
"37,801 EUR (439,305 NOK)",Porsche,Cayenne,"149,500 km",2014,Diesel,Suv,Black,Sem,157 kW (214 HP),Automatic,https://www.finn.no/car/used/ad.html?finnkode=344783939,3.0 D
"3,872 EUR (45,000 NOK)",Ford,Focus,"153,500 km",2010,Diesel,Wagon,Blue,Fredrikstad,67 kW (91 HP),Manual,https://www.finn.no/car/used/ad.html?finnkode=243368508,1.6 TDCi
