Price,Make,Model,Trim,Mi,Year,Fuel type,Euro norm,Body type,Color,City,Power,Transmission,Contact
"71,490 EUR",Land Rover,Defender,3.0,"11,990 km",2023,Diesel,,Suv,Black,Oldenburg,185 kW (252 HP),Automatic,https://www.moll-automobile.de/fahrzeug/386041501/Pkw/land-rover-defender-90-x-dynamic-se-d250-mild-hybrid-allrad
"53,750 EUR",Bmw,X3,M40d,"53,313 km",2021,Diesel,6,Suv,Silver,Rain,250 kW (340 HP),Automatic,https://www.12gebrauchtwagen.de/c/16/1426177213?num_on_page=1&page=15&title=BMW+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"17,850 EUR",Honda,Civic,1.0,"47,950 km",2020,Petrol,,Sedan,Red,Iserlohn,93 kW (126 HP),Manual,https://gebrauchtwagen.hyundai.de/de/fahrzeugsuche/honda/civic-10-elegance-pdc-shz-kamera-navi-acc-led/variant-s1c9h78q
"45,550 EUR",Bmw,X3,M40d,"92,593 km",2020,Diesel,6,Suv,Blue,Rain,240 kW (326 HP),Automatic,https://www.instamotion.com/auto/L4KE-RPVJ-H2OU
"50,450 EUR",Bmw,X1,xDrive23d,"41,353 km",2023,Diesel,6,Suv,Black,Rain,155 kW (211 HP),Automatic,https://www.instamotion.com/auto/FN2S-P9JW-GR1R
"47,450 EUR",Bmw,X1,xDrive20d,"31,724 km",2023,Diesel,6,Suv,Black,Rain,120 kW (163 HP),Automatic,https://www.12gebrauchtwagen.de/c/34/1425979449?num_on_page=2&page=17&title=BMW+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"50,450 EUR",Bmw,X1,xDrive20d,"28,199 km",2023,Diesel,6,Suv,Green,Rain,110 kW (150 HP),Automatic,https://www.instamotion.com/auto/TZH4-1IRR-F2WB
"49,980 EUR",Volvo,Xc90,2.0,"51,490 km",2020,Diesel,6,Suv,Gray,Aachen,175 kW (238 HP),Automatic,https://www.moll-automobile.de/fahrzeug/387116207/Pkw/volvo-xc90-inscription-awd-b5-diesel-eu6d-t-allrad-ad
"16,990 EUR",Honda,Civic,1.0,"60,152 km",2019,Petrol,,Sedan,Red,Iserlohn,93 kW (126 HP),Manual,https://gebrauchtwagen.hyundai.de/de/fahrzeugsuche/honda/civic-10-vtec-dynamic-limited-edition-navi-acc/variant-s1c8vuyr
"54,990 EUR",Audi,Q3,2.0 45 TFSI,"15,660 km",2022,Hybrid,,Crossover,Black,Rain,180 kW (245 HP),Automatic,https://www.12gebrauchtwagen.de/c/16/1413704817?num_on_page=1&page=66&title=Audi+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"55,980 EUR",Audi,Q3,2.0 45 TFSI,"15,118 km",2022,Hybrid,,Crossover,Black,Rain,180 kW (245 HP),Automatic,https://www.12gebrauchtwagen.de/c/34/1425971699?num_on_page=2&page=29&title=Audi+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"55,980 EUR",Audi,Q3,2.0 45 TFSI,"13,032 km",2022,Hybrid,,Crossover,Gray,Rain,180 kW (245 HP),Automatic,https://www.12gebrauchtwagen.de/c/16/1426020875?num_on_page=3&page=13&title=Audi+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"53,330 EUR",Audi,A4 Allroad,2.0 40 TDI,"18,000 km",2023,Diesel,6,Crossover,Gray,Rain,150 kW (204 HP),Automatic,https://www.instamotion.com/auto/Y3E4-Q61W-POMY
"21,970 EUR",Audi,A4,1.4 TFSI,"96,500 km",2018,Petrol,6,Wagon,Black,Euskirchen,111 kW (151 HP),Manual,https://www.moll-automobile.de/fahrzeug/386525720/Pkw/audi-a4-avant-sport-1-4-tfsi-s-line-navi-soundsystem
"35,920 EUR",Audi,Q3,2.0 35 TDI,"48,000 km",2021,Diesel,,Crossover,Gray,Rain,110 kW (150 HP),Automatic,https://www.instamotion.com/auto/U578-A3RN-5BD7
"32,640 EUR",Bmw,X3,xDrive20d,"72,800 km",2018,Diesel,6,Suv,Gold,Rain,140 kW (190 HP),Automatic,https://www.instamotion.com/auto/SFM4-WNHF-8TQ1
"23,800 EUR",Honda,Cr-V,2.0,"108,665 km",2019,Hybrid,,Suv,Red,Iserlohn,137 kW (186 HP),Automatic,https://gebrauchtwagen.hyundai.de/de/fahrzeugsuche/honda/cr-v-20-i-mmd-hybrid-4wd-executive-hud-acc-led/variant-v3c8kydw
"108,900 EUR",Ferrari,F355,3.5,"55,000 km",1999,Petrol,,Convertible,Red,Villingen Schwenningen,280 kW (381 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1424764103?num_on_page=2&page=5&title=Ferrari+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"62,880 EUR",Audi,Tt Rs,2.5,"20,180 km",2022,Petrol,,Coupe,Gray,Mainz,294 kW (400 HP),Automatic,https://www.12gebrauchtwagen.de/c/16/1417159213?num_on_page=2&page=48&title=Audi+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"29,980 EUR",Jaguar,F-Pace,2.0,"121,600 km",2019,Diesel,,Crossover,Black,Hamburg,133 kW (181 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1368611057?num_on_page=1&page=12&title=Jaguar+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"24,999 EUR",Volkswagen,Tiguan,2.0,"67,000 km",2020,Diesel,6,Crossover,Black,Blaubeuren,111 kW (151 HP),Manual,https://gebrauchtwagen.hyundai.de/de/fahrzeugsuche/volkswagen/tiguan/iqdrive-20-tdi-iq-drive-navi-ahk-qbc88p2z
"52,890 EUR",Volvo,Xc60,2.0 B4,"12,280 km",2023,Diesel,6,Crossover,Gray,Aachen,146 kW (199 HP),Automatic,https://www.moll-automobile.de/fahrzeug/383899641/Pkw/volvo-xc60-ultimate-dark-2wd-b4-diesel-eu6d-hud-ad-dig
"18,900 EUR",Audi,A3,1.0,"89,058 km",2018,Petrol,,Sedan,Blue,Villingen Schwenningen,85 kW (116 HP),Manual,https://www.12gebrauchtwagen.de/c/4/1424503027?num_on_page=3&page=83&title=Audi+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"27,370 EUR",Audi,Q2,1.5 35 TFSI,"39,900 km",2021,Petrol,,Crossover,Blue,Rain,110 kW (150 HP),Automatic,https://www.instamotion.com/auto/QPDV-IHDN-S4Q4
"25,890 EUR",Audi,A1,1.0 30 TFSI,"33,000 km",2020,Petrol,6,Mini,Gray,Rain,85 kW (116 HP),Automatic,https://www.12gebrauchtwagen.de/c/16/1426162535?num_on_page=1&page=11&title=Audi+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"27,490 EUR",Audi,Q2,1.5 35 TFSI,"24,656 km",2020,Petrol,6,Crossover,Blue,Rain,110 kW (150 HP),Automatic,https://www.12gebrauchtwagen.de/c/16/1415348364?num_on_page=1&page=70&title=Audi+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"52,490 EUR",Honda,Cr-V,2.0 i-MMD e:HEV,10 km,2023,Hybrid,6,Suv,Blue,Iserlohn,137 kW (186 HP),Automatic,https://gebrauchtwagen.hyundai.de/de/fahrzeugsuche/honda/cr-v-20-i-mmd-ehev-advance-awd-hud-led-pano/variant-kjc8vuxq
"52,900 EUR",Audi,Q8,3.0 50 TDI quattro,"122,543 km",2018,Diesel,,Suv,Black,Villingen Schwenningen,210 kW (286 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1424471641?num_on_page=4&page=117&title=Audi+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"14,980 EUR",Bmw,5 Series,525i,"181,000 km",2014,Diesel,6,Wagon,Black,Dieburg,160 kW (218 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1424590053?num_on_page=1&page=58&title=BMW+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"14,892 EUR",Dacia,Sandero,1.0 tce,"29,259 km",2021,Petrol,,Hatchback,Black,Ostfildern,74 kW (101 HP),Manual,https://www.12gebrauchtwagen.de/c/4/1426580174?num_on_page=1&page=9&title=Dacia+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"16,890 EUR",Audi,A4,1.8,"98,000 km",2014,Petrol,5,Wagon,Gray,Mönchengladbach,88 kW (120 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1337329058?num_on_page=3&page=61&title=Audi+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"143,440 EUR",Jeep,Wrangler,6.4,99 km,2023,Petrol,,Suv,Gray,Rain,350 kW (476 HP),Automatic,https://www.instamotion.com/auto/GXTL-4Q9O-UU23
"22,950 EUR",Hyundai,I20,1.0,"5,772 km",2022,Petrol,6,Hatchback,White,Schwerte,75 kW (102 HP),Automatic,https://gebrauchtwagen.hyundai.de/de/fahrzeugsuche/hyundai/i20/variant-p5c8erwj
"71,090 EUR",Bmw,X4,M40d,"25,600 km",2023,Diesel,6,Suv,Black,Rain,250 kW (340 HP),Automatic,https://www.instamotion.com/auto/LRDB-UM1D-LZEB
"70,150 EUR",Bmw,X4,M40d,"25,195 km",2023,Diesel,6,Suv,Black,Rain,250 kW (340 HP),Automatic,https://www.12gebrauchtwagen.de/c/34/1425969773?num_on_page=1&page=19&title=BMW+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"67,650 EUR",Bmw,X4,xDrive30d,"24,566 km",2023,Diesel,6,Suv,Black,Rain,210 kW (286 HP),Automatic,https://www.instamotion.com/auto/T1BH-VX6O-ZVE7
"75,250 EUR",Bmw,X4,M40i,"24,342 km",2023,Petrol,6,Suv,Red,Rain,265 kW (360 HP),Automatic,https://www.instamotion.com/auto/RY8H-QN27-Y7CM
"26,350 EUR",Ford,S-Max,2.0 EcoBlue,"83,893 km",2020,Diesel,6,Mpv,Silver,Rain,140 kW (190 HP),Automatic,https://www.instamotion.com/auto/FWS4-39VG-Q9FT
"13,990 EUR",Hyundai,I20,1.0,"66,430 km",2019,Petrol,,Hatchback,Blue,Ibbenbüren,75 kW (102 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1406489802?num_on_page=4&page=26&title=Hyundai+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"11,490 EUR",Hyundai,I10,1.0,"35,501 km",2020,Petrol,6,Mini,White,Beckum,49 kW (67 HP),Manual,https://gebrauchtwagen.hyundai.de/de/fahrzeugsuche/hyundai/i10/10-eu6d-t-10-select-funktionspaket-wdc9kflg
"21,990 EUR",Opel,Crossland X,1.2 Turbo,"8,010 km",2023,Petrol,,Suv,Red,Bruchsal,97 kW (132 HP),Automatic,https://marktplatz.auto-motor-und-sport.de/opel-crossland-5-122813244/?brand=57&series=Crossland&isKlassiker=false
"16,866 EUR",Volkswagen,Up!,,"21,600 km",2020,Electric,,Mini,White,Rain,61 kW (83 HP),Automatic,https://www.instamotion.com/auto/Y12H-LTCY-EVAJ
"17,950 EUR",Ford,Transit Custom,2.0,"147,369 km",2019,Diesel,,Van,White,Leipzig,78 kW (106 HP),Manual,https://www.12gebrauchtwagen.de/c/4/1414011893?num_on_page=3&page=45&title=Ford+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"18,500 EUR",Ford,Transit Custom,1.0 EcoBoost,"145,418 km",2019,Diesel,,Van,White,Strausberg,97 kW (132 HP),Manual,https://www.12gebrauchtwagen.de/c/4/1419104697?num_on_page=3&page=27&title=Ford+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"11,691 EUR",Dacia,Sandero,1.5 dCi,"120,059 km",2018,Diesel,,Hatchback,Black,Ostfildern,66 kW (90 HP),Manual,https://www.12gebrauchtwagen.de/c/4/1426265248?num_on_page=5&page=16&title=Dacia+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"18,835 EUR",Audi,A1,1.0 25 TFSI,"21,956 km",2019,Petrol,6,Mini,Yellow,Marktredwitz,70 kW (95 HP),Manual,https://gebrauchtwagen.hyundai.de/de/fahrzeugsuche/audi/a1/sportback-25-10-tfsi-advanced-shzspurhpdc-wdc88mqq
"23,895 EUR",Seat,Arona,1.0 tsi,10 km,2023,Petrol,6,Crossover,Black,Rain,81 kW (110 HP),Manual,https://www.instamotion.com/auto/KEP7-5NMC-45PM
"22,895 EUR",Seat,Arona,1.0 tsi,10 km,2023,Petrol,6,Crossover,Gray,Rain,81 kW (110 HP),Manual,https://www.instamotion.com/auto/BFSL-PMOQ-LJHS
"26,280 EUR",Seat,Arona,1.0 tsi,10 km,2022,Petrol,,Crossover,Silver,Rain,81 kW (110 HP),Automatic,https://www.instamotion.com/auto/X1KC24HJ9F1WSYLURRC22CYZFVVCN3S92FQ9S6QHW8BVVCZZCKQFN9F41U6WHQW
"22,390 EUR",Ford,Focus,1.0,"21,500 km",2021,Petrol,,Wagon,Black,Gronau,93 kW (126 HP),Manual,https://www.12gebrauchtwagen.de/c/4/1415752888?num_on_page=3&page=58&title=Ford+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"25,990 EUR",Volkswagen,Tiguan,1.4 TSI,"79,276 km",2018,Petrol,,Crossover,White,Dresden,111 kW (151 HP),Manual,https://www.12gebrauchtwagen.de/c/4/1408071085?num_on_page=5&page=93&title=VW+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"33,950 EUR",Volkswagen,Tiguan Allspace,2.0,"60,144 km",2019,Diesel,6,Crossover,Black,Mönchengladbach,140 kW (190 HP),Automatic,https://www.12gebrauchtwagen.de/c/16/1420689558?num_on_page=3&page=33&premium=false&title=VW+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"15,580 EUR",Fiat,500,1.2,"36,718 km",2019,Petrol,6,Mini,White,Rain,51 kW (69 HP),Manual,https://www.instamotion.com/auto/PKS8-2VNI-Y4XT
"16,180 EUR",Fiat,500,1.2,"16,705 km",2019,Petrol,,Mini,Black,Rain,51 kW (69 HP),Manual,https://www.instamotion.com/auto/IELT-D2F2-UKHK
"11,880 EUR",Volkswagen,Polo,1.4,"47,100 km",2012,Petrol,,Hatchback,Gray,Berlin,63 kW (86 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1417731933?num_on_page=4&page=26&title=VW+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"49,900 EUR",Mercedes Benz,Cls-Class,300,"89,000 km",2020,Diesel,,Sedan,Black,Villingen Schwenningen,180 kW (245 HP),Automatic,https://auto24.de/anzeige/mercedes-benz-cls-300-amg-fahrassistenz-business-paket-head-up-3711433.html
"24,988 EUR",Suzuki,Sx4 S-Cross,1.4,"10,465 km",2020,Hybrid,6,Crossover,Gray,Offenburg,95 kW (129 HP),Automatic,https://www.ebay-kleinanzeigen.de/s-anzeige/suzuki-sx4-s-cross-1-4-hybrid-allgrip-4x4-comfort-led/2654292058-216-9040
"23,898 EUR",Ford,Kuga,2.0 TDCi,"73,912 km",2019,Diesel,6,Suv,Red,Rain,132 kW (180 HP),Automatic,https://www.instamotion.com/auto/A4FL-REXF-YZ9Z
"26,250 EUR",Ford,Kuga,2.0 TDCi,"73,500 km",2019,Diesel,6,Suv,Black,Rain,132 kW (180 HP),Automatic,https://www.instamotion.com/auto/SUBY-IT48-CGUT
"25,392 EUR",Ford,Kuga,2.0 TDCi,"70,450 km",2019,Diesel,6,Suv,White,Rain,110 kW (150 HP),Automatic,https://www.instamotion.com/auto/CUJX-2E7Q-WHFS
"34,455 EUR",Volkswagen,Touran,2.0 TDI,"48,900 km",2022,Diesel,6,Mpv,Green,Siegen,110 kW (150 HP),Automatic,https://www.ebay-kleinanzeigen.de/s-anzeige/volkswagen-touran-2-0-tdi-dsg-highline-navi-led-pano-7-sitz/2682617358-216-1029
"34,850 EUR",Volkswagen,Touran,1.5 tsi,"12,100 km",2022,Petrol,,Mpv,Blue,Neumarkt in der Oberpfalz,111 kW (151 HP),Automatic,https://auto24.de/anzeige/volkswagen-touran-1-5-tsi-active-opf-3242685.html
"25,890 EUR",Seat,Ateca,1.5 tsi,"12,080 km",2020,Petrol,,Suv,White,Rutesheim,110 kW (150 HP),Manual,https://www.ebay-kleinanzeigen.de/s-anzeige/seat-ateca-xperience-eu6d-1-5-tsi-navi-memory-sitze-s/2666213680-216-8425
"31,500 EUR",Volvo,Xc60,2.0 t4,"49,261 km",2020,Petrol,,Crossover,White,Rain,140 kW (190 HP),Automatic,https://www.instamotion.com/auto/W1HE-9QDG-LA4C
"38,950 EUR",Fiat,600e,La Prima,499 km,2023,Electric,,Crossover,Orange,Euskirchen,116 kW (158 HP),Automatic,https://www.moll-automobile.de/fahrzeug/383937514/Pkw/fiat-600e-la-prima-led-navi-360-pdc-shzg-massagesitz
"21,390 EUR",Volkswagen,Polo,1.0 TSI DSG,"23,953 km",2022,Petrol,,Hatchback,Black,Rain,70 kW (95 HP),Automatic,https://www.instamotion.com/auto/33LG-OL8L-9FDT
"21,390 EUR",Volkswagen,Polo,1.0 TSI DSG,"23,256 km",2022,Petrol,,Hatchback,Black,Rain,70 kW (95 HP),Automatic,https://www.instamotion.com/auto/RI6B-6EVL-D56B
"21,790 EUR",Volkswagen,Polo,1.0 tsi,"20,500 km",2022,Petrol,6,Hatchback,Purple,Rain,70 kW (95 HP),Manual,https://www.instamotion.com/auto/IPBW-MH23-5D64
"26,650 EUR",Volkswagen,Polo,1.0 TSI DSG,"18,382 km",2022,Petrol,,Hatchback,Gray,Rain,70 kW (95 HP),Automatic,https://www.instamotion.com/auto/J4Y6-UB5P-4GRP
"34,990 EUR",Audi,A4 Allroad,2.0 45 TFSI quattro,"52,130 km",2019,Petrol,,Crossover,Black,Aurich,180 kW (245 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1426722673?num_on_page=5&page=65&title=Audi+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"48,500 EUR",Volkswagen,Arteon,2.0 TSI Shooting-Brake,"16,385 km",2022,Petrol,6,Wagon,Black,Mönchengladbach,235 kW (320 HP),Automatic,https://www.waldhausen-buerkel.de/fahrzeuge/volkswagen/arteon-r-shooting-brake-20-tsi-dsg-4motion/details-t4c8zfmt
"21,824 EUR",Opel,Mokka-E,,"17,550 km",2021,Electric,6,Crossover,Black,Coesfeld,101 kW (137 HP),Automatic,https://gebrauchtwagen.hyundai.de/de/fahrzeugsuche/opel/mokka-e/b-eleganceledkeylessnavirUckfahrkamerasitzhei-t4c86u2u
"29,690 EUR",Opel,Mokka-E,,"16,525 km",2021,Electric,6,Crossover,Green,Rain,100 kW (136 HP),Automatic,https://www.instamotion.com/auto/HQ1N-P2DL-KEI2
"28,520 EUR",Opel,Mokka-E,,"12,863 km",2021,Electric,,Crossover,White,Rain,100 kW (136 HP),Automatic,https://www.instamotion.com/auto/7ZRI-JUZK-9AL5
"20,880 EUR",Ford,Ecosport,1.0 EcoBoost,"27,000 km",2021,Petrol,6,Suv,White,Rain,103 kW (140 HP),Manual,https://www.instamotion.com/auto/K5A7-GT42-BH5Y
"29,990 EUR",Citroen,C4,,3 km,2023,Electric,,Sedan,Black,Viersen,101 kW (137 HP),Automatic,https://www.carzilla.de/Autohaus-Ruland-GmbH-Gebrauchtwagen/Citroen/C4/Vorf%c3%bchrfahrzeug/Elektro/Automatik/1e3768d7d2414a6081ff8dfc650bf869/20753
"53,950 EUR",Audi,Q7,3.0 tfsi,"49,589 km",2021,Hybrid,6,Suv,Black,Mönchengladbach,250 kW (340 HP),Automatic,https://www.waldhausen-buerkel.de/fahrzeuge/audi/q7-55-tfsi-e-quattro-klima-navi-leder/details-u7c9x2ld
"46,480 EUR",Tesla,Model 3,0.0 long range,100 km,2022,Electric,,Sedan,Black,Rain,324 kW (441 HP),Automatic,https://www.instamotion.com/auto/PCAG-SBIU-4OXH
"25,900 EUR",Škoda,Superb,2.0 TDI,"96,695 km",2019,Diesel,,Wagon,Gray,Stralsund,141 kW (192 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1327169082?num_on_page=2&page=97&title=Skoda+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"27,500 EUR",Škoda,Superb,2.0 TDI,"67,838 km",2019,Diesel,,Wagon,Black,Hanau,141 kW (192 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1363223514?num_on_page=5&page=88&title=Skoda+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"25,190 EUR",Opel,Grandland X,1.2,"22,829 km",2022,Petrol,,Suv,Gray,Rain,96 kW (131 HP),Automatic,https://www.instamotion.com/auto/3CIF-R7VA-BN87
"32,790 EUR",Opel,Grandland X,1.6,"20,300 km",2022,Hybrid,6,Suv,Blue,Deggendorf,223 kW (303 HP),Automatic,https://gebrauchtwagen.hyundai.de/de/fahrzeugsuche/opel/grandland-16-phev-ultimate-aut-allradlederna/variant-nqc9he2k
"29,740 EUR",Volkswagen,T-Roc,1.5 tsi,"4,950 km",2023,Petrol,,Convertible,Black,Borna,110 kW (150 HP),Manual,https://www.ebay-kleinanzeigen.de/s-anzeige/volkswagen-t-roc-cabriolet-style-1-5-tsi-led-nav-01-28garan/2696885561-216-15395
"46,950 EUR",Mercedes Benz,C-Class,300,"10,000 km",2023,Hybrid,,Wagon,Silver,Neuwied,152 kW (207 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1400523291?num_on_page=5&page=85&title=Mercedes-Benz+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"365,000 EUR",Ferrari,F8 Spider,3.9,"10,310 km",2021,Petrol,,Convertible,Red,Kassel,580 kW (789 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1400681570?num_on_page=1&page=1&title=Ferrari+F8+Gebrauchtwagen+in+Wiesbaden+kaufen+auf+12Gebrauchtwagen.de
"32,950 EUR",Volkswagen,Caddy,1.5 tsi,"3,198 km",2023,Petrol,6,Pickup,Blue,Mönchengladbach,84 kW (114 HP),Automatic,https://www.waldhausen-buerkel.de/fahrzeuge/volkswagen/caddy-life-15-tsi-dsg-7-sitzer-acc-flUgeltUren/details-qbc6n4tm
"43,824 EUR",Hyundai,Santa Fe,2.2 CRDi,"22,650 km",2022,Diesel,,Suv,Black,Coesfeld,143 kW (194 HP),Automatic,https://gebrauchtwagen.hyundai.de/de/fahrzeugsuche/hyundai/santa-fe/crdi-prime-4wd-dctledere-sitzevoll-ledaround-v-mmc836lq
"25,200 EUR",Seat,Leon,1.5 eTSI,"53,900 km",2021,Petrol,6,Hatchback,Black,Rain,110 kW (150 HP),Automatic,https://www.instamotion.com/auto/BJSY-6JIV-YRW8
"15,985 EUR",Dacia,Duster,1.5 dCi,"52,091 km",2019,Diesel,6,Suv,Blue,Cottbus,85 kW (116 HP),Manual,https://www.ebay-kleinanzeigen.de/s-anzeige/dacia-duster-ii-1-5-blue-dci-2wd-prestige-gra-dab-kame/2714968440-216-7747
"24,852 EUR",Renault,Twingo,,"3,750 km",2023,Electric,6,Mini,Yellow,Rain,31 kW (42 HP),Automatic,https://www.instamotion.com/auto/7LV8-4CKK-5XX4
"28,950 EUR",Nissan,Juke,1.6 hybrid,"1,100 km",2023,Hybrid,6,Crossover,Black,Neuruppin,70 kW (95 HP),Automatic,https://gebrauchtwagen.hyundai.de/de/fahrzeugsuche/nissan/juke/hybrid-autom-premiere-edition-navi-2farbig-jkc6svxw
"30,630 EUR",Audi,Q2,1.5 35 TFSI,"3,700 km",2023,Petrol,6,Crossover,White,Rain,110 kW (150 HP),Manual,https://www.instamotion.com/auto/5J9V-VT9N-M5ZT
"19,950 EUR",Ford,Kuga,2.0 TDCi,"105,820 km",2020,Diesel,,Suv,Red,Krefeld,111 kW (151 HP),Manual,https://www.12gebrauchtwagen.de/c/4/1403788088?num_on_page=1&page=83&title=Ford+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"23,950 EUR",Audi,A4 Allroad,2.0 TDI,"125,300 km",2017,Diesel,6,Crossover,Blue,Neumarkt in der Oberpfalz,140 kW (190 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1424726321?num_on_page=4&page=61&title=Audi+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"39,990 EUR",Volkswagen,Id.4,,"14,500 km",2021,Electric,,Wagon,Silver,Sangerhausen,150 kW (204 HP),Automatic,https://www.ebay-kleinanzeigen.de/s-anzeige/volkswagen-id-4-150-kw-pro-performance-1st-edition-ahk-led/2545178252-216-2315
"25,640 EUR",Peugeot,2008,,"29,838 km",2021,Electric,6,Crossover,Red,Rain,100 kW (136 HP),Automatic,https://www.instamotion.com/auto/3TNS-ECSN-5BGO
"44,600 EUR",Jaguar,F-Type,2.0 P300,"60,842 km",2020,Petrol,,Convertible,Black,Rain,221 kW (301 HP),Automatic,https://www.instamotion.com/auto/K5D5-6ESS-5AJL
