Price,Make,Model,Trim,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact,Euro norm
"5,900 EUR",Renault,Grand Scenic,1.4,"179,223 km",2012,Petrol,Mpv,White,Nijkerk,97 kW (132 HP),Automatic,https://www.autotrader.nl/auto/voertuig/renault-grand-scenic-14-tce-130-parisienne-navi-ecc-goed-onderhoud-benzine/64b6fcf8-91ec-4182-bbd2-da84fb3f53af/,
"14,950 EUR",Kia,Sportage,1.6 GDi,"111,460 km",2015,Petrol,Crossover,Black,Best,100 kW (136 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/kia/sportage-16-gdi-executive-panorama-dak-leder-xenon-navigatie-camera/18770173,5
"9,995 EUR",Volvo,V70,2.4,"142,767 km",2006,Petrol,Wagon,Silver,Oss,126 kW (171 HP),Automatic,https://autovooru.nl/volvo-v70~165-96f-3bbb92.html,
"17,850 EUR",Volkswagen,Golf,1.0 tsi,"68,276 km",2018,Petrol,Wagon,Silver,Moordrecht,82 kW (112 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/volkswagen/golf-variant-10-tsi-comfortline-business-navigatie-lichtmetalen-velgen-climate-control/18732943,
"5,445 EUR",Opel,Corsa,1.4,"157,892 km",2012,Electric,Van,Silver,Krimpen,75 kW (102 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/opel/corsa-14-16v-anniversary-edition-airco-leder-cruise-lm-velgen-sportstoelen-elek-ramen-nieuwstaat/18748577,
"14,700 EUR",Volkswagen,Polo,1.0 tsi,"119,899 km",2019,Petrol,Hatchback,Black,Rijswijk,72 kW (98 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/volkswagen/polo-10-tsi-5-deurs-highline-pano/18628737,
"7,950 EUR",Kia,Picanto,1.0,"108,590 km",2016,Petrol,Mini,White,Sneek,51 kW (69 HP),Manual,https://www.marktplaats.nl/v/auto-s/kia/m2078682741-kia-picanto-1-0-cvvt-dynamicline-climate-control-bluetoo,
"11,800 EUR",Ford,Focus,1.0 ecoboost titanium,"75,418 km",2015,Petrol,Wagon,Silver,Heerenveen,93 kW (126 HP),Automatic,https://www.marktplaats.nl/v/auto-s/ford/m2086092304-ford-focus-wagon-1-0-ecoboost-titanium-125pk-trekhaak-crui,
"17,925 EUR",Renault,Clio,1.0 tce,"53,000 km",2021,Petrol,Hatchback,Gray,Zoetermeer,68 kW (92 HP),Automatic,https://www.viabovag.nl/auto/aanbod/renault-clio-10-tce-intens-93-navigatie-stoelverwarming-17-lichtmetalen-velgen-360-camera-zn0fi51,6
"9,900 EUR",Peugeot,108,1.0 vti,"98,404 km",2020,Petrol,Hatchback,Black,Oud Beijerland,53 kW (72 HP),Manual,https://www.zeelandnet.nl/prikbord/peugeot-108-10-e-vti-active-airco-bluetooth-elektrische-ramen-5-deurs/a/6259093,
"17,750 EUR",Nissan,Leaf,40 kWh,"80,406 km",2018,Electric,Hatchback,Black,Roosendaal,111 kW (151 HP),Automatic,https://www.zeelandnet.nl/prikbord/nissan-leaf-2zero-edition-40-kwh-subsidie-mogelijk-navigatie-360-camera-adapt-cruise-control-apple-carplayandroid-auto-dodehoek-keyless-entry-stuur-stoelverwarming-rijklaarprijs/a/6478249,
"11,790 EUR",Hyundai,I20,1.2,"87,117 km",2017,Petrol,Hatchback,Black,Voerendaal,62 kW (84 HP),Automatic,https://www.marktplaats.nl/v/auto-s/hyundai/m2083501004-hyundai-i20-1-2-hp-yes-2017-stoelverwarming-1e-eigenaar,
"28,695 EUR",Nissan,Leaf,N-Connecta,500 km,2024,Electric,Hatchback,Gray,Tiel,111 kW (151 HP),Automatic,https://www.autotrader.nl/auto/voertuig/nissan-leaf-n-connecta-39-kwh-navigatie-360-camera-stoelve-elektrisch/79bad5d7-9a16-4eab-bc7e-203cf2a71fab/,
"9,995 EUR",Volkswagen,Polo,1.2 TSI,"109,348 km",2013,Petrol,Hatchback,Black,Goes,67 kW (91 HP),Manual,https://www.zeelandnet.nl/prikbord/volkswagen-polo-12-tsi-match-panoramadak-cruise-control-stoelverwarming/a/6401793,
"10,450 EUR",Mini,One,1.6,"123,921 km",2014,Petrol,Mini,Black,Vlaardingen,55 kW (75 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/mini/one-16-chili-navipanoramadak/17676469,
"8,999 EUR",Toyota,Aygo,1.0,"110,904 km",2018,Petrol,Mini,Blue,Heerenveen,51 kW (69 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/toyota/aygo-10-vvt-i-x-nav-navigatie/18750187,
"7,900 EUR",Škoda,Octavia,1.2 TSI,"187,230 km",2012,Petrol,Wagon,Gray,Loenen,78 kW (106 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/skoda/octavia-combi-12-tsi-105pk-ambition-aircocruisetrekhaak/18684022,
"11,850 EUR",Nissan,Pulsar,1.2,"113,665 km",2016,Petrol,Hatchback,Blue,Loenen,86 kW (117 HP),Manual,https://www.autoscout24.nl/aanbod/nissan-pulsar-1-2-dig-t-115pk-n-connecta-5-drs-ecc-navi-cruise-c-benzine-blauw-50862a17-6947-4aa5-9875-30c584315910,
"20,500 EUR",Volkswagen,Golf,2.8 vr6,"125,823 km",2013,Electric,Hatchback,Black,Nijkerk,165 kW (224 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/volkswagen/golf-20-tsi-gti-full-option-kleppenysteem-leder-carplay-pano-acc/18795721,
"12,499 EUR",Suzuki,Baleno,1.2,"143,493 km",2016,Petrol,Van,Silver,Leeuwarden,67 kW (91 HP),Automatic,https://www.marktplaats.nl/v/auto-s/suzuki/m2085695775-suzuki-baleno-1-2-high-executive-automaat-cruise-control-na,
"14,750 EUR",Bmw,X1,sDrive18i,"141,171 km",2010,Petrol,Suv,Black,Ochten,111 kW (151 HP),Automatic,https://www.marktplaats.nl/v/auto-s/bmw/m2086169021-bmw-x1-sdrive18i-150-pk-aut-tasman-green-leder-sports,
"9,400 EUR",Peugeot,108,1.0 vti,"70,447 km",2019,Petrol,Hatchback,Black,Oud Beijerland,53 kW (72 HP),Manual,https://www.zeelandnet.nl/prikbord/peugeot-108-10-e-vti-active-airco-bluetooth-radio-elektrische-ramen-5-deurs/a/6009749,
"5,250 EUR",Peugeot,107,1.0,"154,442 km",2014,Petrol,Mini,Purple,Sneek,50 kW (68 HP),Manual,https://www.marktplaats.nl/v/auto-s/peugeot/m2081508657-peugeot-107-1-0-envy-airco-bluetooth-elek-ramen-1e,
"16,900 EUR",Volkswagen,Golf,1.5 tsi,"244,624 km",2015,Electric,Hatchback,Black,Haarlem,179 kW (243 HP),Automatic,https://www.autotrader.nl/auto/voertuig/volkswagen-golf-gte-14-tsi-performance-240pk-aut-panodak-xenon-led-elektro-benzine/8cf0d616-608f-4c96-8e51-27de9001078f/,
"17,400 EUR",Opel,Corsa,1.2,"46,190 km",2021,Petrol,Van,Black,Borculo,75 kW (102 HP),Automatic,https://autovooru.nl/opel-corsa~138-409-3bba74.html,
"14,840 EUR",Opel,Corsa,1.2,"45,456 km",2021,Petrol,Van,Blue,Tilburg,55 kW (75 HP),Manual,https://www.zeelandnet.nl/prikbord/opel-corsa-12-edition-apple-car-play-airco-cruise-control-dealeronderhouden-1e-eigenaar/a/6312065,
"12,249 EUR",Bmw,X1,sDrive18i,"133,475 km",2011,Petrol,Suv,Silver,Tilburg,111 kW (151 HP),Automatic,https://www.autoscout24.nl/aanbod/bmw-x1-sdrive18i-executive-automaat-2011-navi-clima-benzine-grijs-08564544-d96b-4850-939a-3d49ecb959e9,
"11,740 EUR",Fiat,500,1.2,"58,019 km",2018,Petrol,Mini,Black,Tilburg,52 kW (71 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/fiat/500-12-lounge-airco-cruise-control-radio-dab-bluetooth-lmv15/18375253,
"14,750 EUR",Peugeot,308,1.2 puretech,"55,667 km",2019,Petrol,Wagon,Blue,Ochten,82 kW (112 HP),Manual,https://www.marktplaats.nl/v/auto-s/peugeot/m2080462803-peugeot-308-sw-1-2-puretech-executive-panorama-dab-pr,
"16,925 EUR",Peugeot,308,1.2 puretech,"41,676 km",2019,Petrol,Wagon,White,Zoetermeer,82 kW (112 HP),Automatic,https://www.eurostocks.com/nl/voertuigen/autos/stationwagen/vehicle/2558214/peugeot-308-sw-12-puretech-blue-lease-executive-lederen-bekleding-trekhaak-navigatie-panoramadak,6
"13,450 EUR",Hyundai,I30,1.4,"171,313 km",2020,Petrol,Wagon,Black,Haarlem,105 kW (143 HP),Automatic,https://www.autoscout24.nl/aanbod/hyundai-i30-wagon-1-4-t-gdi-comfort-navi-camera-airco-ecc-nieu-benzine-zwart-41c88038-9863-437f-bec9-f0f36d375a21,
"11,999 EUR",Volkswagen,Golf,1.2 TSI,"136,230 km",2016,Petrol,Hatchback,White,Wierden,82 kW (112 HP),Manual,https://autovooru.nl/volkswagen-golf~164-536-3bfc9e.html,
"18,900 EUR",Citroen,C3,1.2 puretech,"19,472 km",2023,Petrol,Hatchback,Black,Oud Beijerland,61 kW (83 HP),Automatic,https://www.zeelandnet.nl/prikbord/citroen-c3-puretech-82-feel-stoelverwarming-apple-carplay-climate-control/a/6436953,
"18,900 EUR",Citroen,C3,1.2 puretech,"18,169 km",2023,Petrol,Hatchback,Gray,Waalwijk,61 kW (83 HP),Automatic,https://autovooru.nl/citroen-c3~e0-372-3c2243.html,
"13,999 EUR",Suzuki,Baleno,1.0,"105,030 km",2019,Petrol,Van,Silver,Leeuwarden,82 kW (112 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/suzuki/baleno-10-boosterjet-high-executive-climacruiseclima/18712287,
"3,248 EUR",Volvo,S60,2.4 D5,"320,884 km",2007,Diesel,Sedan,Black,Assen,137 kW (186 HP),Manual,https://www.autoscout24.nl/aanbod/volvo-s60-2-4-d5-edition-trekhaak-clima-diesel-blauw-5d7256a8-b6b0-4bd6-894e-3b990973a55d,
"12,950 EUR",Mitsubishi,Space Star,1.0,"29,571 km",2018,Petrol,Mpv,White,Emmeloord,52 kW (71 HP),Automatic,https://www.autoscout24.nl/aanbod/mitsubishi-space-star-1-0-intense-automaat-carkit-lm-velgen-benzine-wit-c343a6d1-e8fd-474e-b6fa-c9629a59194f,
"13,500 EUR",Audi,A1,1.2 TFSI,"93,538 km",2012,Petrol,Mini,Black,Putten,102 kW (139 HP),Manual,https://www.marktplaats.nl/v/auto-s/audi/m2085647223-audi-a1-sportback-1-2-tfsi-140pk-225nm-2x-s-line-black-optik,
"29,450 EUR",Nissan,Qashqai,1.3 DIG-T,"23,211 km",2020,Petrol,Crossover,Gray,Goes,118 kW (160 HP),Automatic,https://www.zeelandnet.nl/prikbord/nissan-qashqai-13-dig-t-n-tec-trekhaak-panoramadak-lederalcantara-dodehoek-apple-carplayandroid-auto-adapt-cruise-control-360-camera-rijklaarprijs/a/6461585,
"15,750 EUR",Hyundai,Ix35,1.6 GDi,"66,571 km",2015,Petrol,Crossover,Gray,Nederweert,100 kW (136 HP),Manual,https://www.limburgmobiel.nl/tweedehands-auto/hyundai/ix35-16i-gdi-i-vision-naviledcamera/18658165,
"15,495 EUR",Hyundai,Ix35,1.6 GDi,"55,995 km",2015,Petrol,Crossover,Silver,Valkenswaard,100 kW (136 HP),Manual,https://autovooru.nl/hyundai-ix35~106-58e-3b3316.html,
"17,900 EUR",Volkswagen,Golf,1.5 tsi,"124,238 km",2018,Electric,Wagon,White,Best,111 kW (151 HP),Automatic,https://www.autotrader.nl/auto/voertuig/volkswagen-golf-variant-15-tsi-highline-led-navi-acc-benzine/50e924ef-1c26-42f1-a9e9-15eb728cc908/,
"4,999 EUR",Kia,Sportage,2.7,"187,457 km",2006,Petrol,Crossover,Silver,Dronten,131 kW (178 HP),Automatic,https://www.marktplaats.nl/v/auto-s/kia/m2083406620-kia-sportage-2-7-v6-automaat-4wd-175pk-adventure-uitv-clim,
"8,900 EUR",Jaguar,Xj,2.7,"270,752 km",2007,Diesel,Sedan,Black,Lochem,154 kW (209 HP),Automatic,https://www.autokopen.nl/tweedehands-auto/jaguar/xj/9189217-jaguar-xj-27d-v6-sovereign-automaat,
"11,945 EUR",Opel,Astra,1.0,"112,801 km",2016,Petrol,Hatchback,Black,Krimpen,78 kW (106 HP),Automatic,https://www.marktplaats.nl/v/auto-s/opel/m2085969650-opel-astra-1-0-black-edition-sport-apple-carplay-groot-nav,
"24,950 EUR",Volkswagen,Golf,2.0 TSI,"32,040 km",2016,Petrol,Hatchback,Black,Kapelle,164 kW (223 HP),Manual,https://www.zeelandnet.nl/prikbord/volkswagen-golf-20-tsi-gti-dynaudio/a/6145101,
"8,750 EUR",Ford,Focus,1.0 ecoboost titanium,"156,134 km",2013,Petrol,Wagon,Black,Drachten,93 kW (126 HP),Automatic,https://www.autoscout24.nl/aanbod/ford-focus-wagon-1-0-ecoboost-titanium-inclusief-distr-riem-benzine-zwart-33ccc2f0-2a9a-4dd8-9723-662997c2e4c7,
"11,445 EUR",Opel,Astra,1.0,"117,815 km",2018,Petrol,Wagon,Black,Stolwijk,78 kW (106 HP),Manual,https://www.eurostocks.com/nl/voertuigen/autos/stationwagen/vehicle/2519879/opel-astra-sports-tourer-10-t-online-edition-navi-apple-carplayandroid-auto,
"19,450 EUR",Volvo,V60,2.0 D3,"138,000 km",2018,Diesel,Wagon,Black,Heerlen,111 kW (151 HP),Automatic,https://autovooru.nl/volvo-v60~165-96d-3b9e43.html,
"7,950 EUR",Toyota,Aygo,1.0,"117,867 km",2016,Petrol,Mini,Red,Haarlem,51 kW (69 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/toyota/aygo-10-vvt-i-x-play-aircoecc-cruise-control-nieuwstaat/17189722,6
"15,900 EUR",Audi,A6,2.8 fsi,"223,593 km",2012,Petrol,Sedan,Black,Apeldoorn,133 kW (181 HP),Automatic,https://www.marktplaats.nl/v/auto-s/audi/m2085163652-audi-a6-limousine-2-0-tfsi-pro-line-s-s-line-19-l-m-airco-n,5
"10,680 EUR",Renault,Twingo,0.9 tce,"81,479 km",2017,Electric,Mini,Orange,Venlo,81 kW (110 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/renault/twingo-tce-110-pk-gt-nl-autonavicameraclimacruise-controlradio-dab-usbbluetoothlm-velgenparkeersensoren/18714223,
"19,250 EUR",Volkswagen,Polo,1.0 tsi,"54,372 km",2021,Petrol,Hatchback,Blue,Emmeloord,70 kW (95 HP),Manual,https://www.autoscout24.nl/aanbod/volkswagen-polo-1-0-tsi-r-line-edition-95pk-park-distance-control-benzine-blauw-e364ed0e-5577-4b61-b076-64cc340b2054,
"15,745 EUR",Ford,Fiesta,1.0 EcoBoost,"63,552 km",2020,Petrol,Hatchback,Silver,Tilburg,70 kW (95 HP),Manual,https://www.zeelandnet.nl/prikbord/ford-fiesta-10-ecoboost-titanium-navigatie-climate-control-parkeer-sensoren-lmv-led-stoel-stuur-verwarming/a/6318997,
"18,700 EUR",Škoda,Octavia,1.0 tsi,"45,277 km",2020,Petrol,Wagon,Black,Rijswijk,86 kW (117 HP),Automatic,https://www.eurostocks.com/nl/voertuigen/autos/stationwagen/vehicle/2543630/skoda-octavia-10-tsi-115-pk-6bak-combi-greentech-business-edition-stoelverw,
"4,750 EUR",Renault,Clio,1.2 d tce,"145,859 km",2009,Petrol,Wagon,Silver,Rhenen,75 kW (102 HP),Manual,https://www.marktplaats.nl/v/auto-s/renault/m2081820250-renault-clio-estate-1-2-tce-selection-business-sport,
"9,950 EUR",Chrysler,Grand Voyager,3.8 V6,"285,091 km",2009,LPG,Mpv,Silver,Utrecht,143 kW (194 HP),Automatic,https://autovooru.nl/chrysler-grandvoyager~df-54a-3c1645.html,
"14,245 EUR",Nissan,Pulsar,1.2,"61,874 km",2017,Petrol,Hatchback,Gray,Nijmegen,86 kW (117 HP),Automatic,https://www.bochane.nl/voorraad/nissan/pulsar/1-2-dig-t-115-n-connecta-climanavicameratrekhaak!-982060590/,
"7,750 EUR",Ford,Focus,1.0 EcoBoost,"135,894 km",2012,Petrol,Wagon,Black,Dronten,75 kW (102 HP),Automatic,https://autovooru.nl/ford-focus~f8-4f8-3bf0cf.html,
"13,745 EUR",Volkswagen,Beetle,1.2 TSI,"174,518 km",2015,Petrol,Convertible,White,Hoogeveen,78 kW (106 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/volkswagen/beetle-new-cabriolet-12-tsi-club-edition/18771568,
"16,645 EUR",Kia,Ceed,1.0 T-GDi,"65,808 km",2020,Petrol,Wagon,Silver,Tilburg,89 kW (121 HP),Manual,https://www.zeelandnet.nl/prikbord/kia-ceed-sportswagon-10-t-gdi-dynamicline-navigatie-climate-control-parkeer-sensoren-camera-lmv-dab/a/6473077,
"11,499 EUR",Peugeot,308,1.2 puretech,"98,280 km",2017,Petrol,Hatchback,Silver,Stadskanaal,82 kW (112 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/peugeot/308-12-puretech-active-ac-cruise-navi-apple-carplay/18750251,
"18,745 EUR",Opel,Crossland X,1.2,"65,979 km",2020,Petrol,Suv,Black,Tilburg,97 kW (132 HP),Automatic,https://www.zeelandnet.nl/prikbord/opel-crossland-x-12-turbo-edition-2020-stoelstuurverwarming-climate-control-apple-carplay-lmv-parkeer-sensoren-camera-lane-assist/a/6319485,
"17,500 EUR",Volvo,Xc90,2.4 awd d5,"202,200 km",2013,Diesel,Suv,Silver,Drachten,149 kW (203 HP),Automatic,https://autovooru.nl/volvo-xc90~165-9bc-3b5d65.html,
"15,900 EUR",Citroen,C3,1.2 puretech,"36,305 km",2021,Petrol,Hatchback,White,Waalwijk,61 kW (83 HP),Automatic,https://www.eurostocks.com/nl/voertuigen/autos/kleine-auto/vehicle/2545942/citroen-c3-puretech-83-shine-airco-navi-parkeerhulp-led-verlichting,
"14,595 EUR",Nissan,Micra,1.0,"44,247 km",2020,Petrol,Mini,Black,Sittard,132 kW (180 HP),Manual,https://www.limburgmobiel.nl/tweedehands-auto/nissan/micra-10-ig-t-tekna-nav-airco-pdc-camera/18621807,
"6,945 EUR",Mini,Cooper,1.6,"102,869 km",2009,Electric,Hatchback,Black,Bathmen,89 kW (121 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/mini/cooper-16-120pk-chili-airco-half-leder-apk-tot-26-02-2025/18379194,
"21,940 EUR",Nissan,Qashqai,1.3 DIG-T,"57,074 km",2019,Petrol,Crossover,Gray,Helmond,105 kW (143 HP),Automatic,https://autovooru.nl/nissan-qashqai~135-7d6-3ba3f3.html,6
"23,750 EUR",Nissan,Qashqai,1.2,"42,427 km",2019,Petrol,Crossover,Black,Roosendaal,86 kW (117 HP),Automatic,https://www.zeelandnet.nl/prikbord/nissan-qashqai-12-tekna-trekhaak-panoramadak-bose-audio-nappa-leder-geheugenstoel-navigatie-360-camera-stoelverwarming-rijklaaprijs/a/6353357,
"12,330 EUR",Peugeot,108,1.0 vti,"36,722 km",2020,Petrol,Hatchback,Black,Schijndel,53 kW (72 HP),Manual,https://www.autokopen.nl/tweedehands-auto/peugeot/108/9185999-peugeot-108-10-e-vti-allure-top-topstaat-rijklaarprijs-incl-12-mnd-bovag-garantie,
"8,999 EUR",Peugeot,108,1.0 vti,"106,987 km",2020,Petrol,Hatchback,Black,Stadskanaal,53 kW (72 HP),Manual,https://autovooru.nl/peugeot-108~13b-b1d-375313.html,
"19,250 EUR",Volkswagen,Polo,1.0 dsg tsi,"91,954 km",2020,Petrol,Hatchback,White,Nijmegen,70 kW (95 HP),Automatic,https://www.valleiautogroep.nl/auto-zoeken/volkswagen-polo-1-0-tsi-95pk-dsg-comfortline-business-37229651,
"18,625 EUR",Volkswagen,Polo,1.0 tsi,"78,970 km",2020,Petrol,Hatchback,White,Moordrecht,72 kW (98 HP),Automatic,https://www.autoscout24.nl/aanbod/volkswagen-polo-1-0-tsi-comfortline-business-automaat-navigatie-benzine-wit-873166e3-bfe2-4a37-ac53-02319b39db3d,
"17,325 EUR",Volkswagen,Polo,1.0 tsi,"73,841 km",2020,Petrol,Hatchback,Gray,Zoetermeer,72 kW (98 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/volkswagen/polo-10-tsi-comfortline-navigatie-bluetooth-digitaal-dashboard/18783830,
"16,400 EUR",Volkswagen,Polo,1.0 tsi,"49,314 km",2020,Petrol,Hatchback,Black,Rijswijk,72 kW (98 HP),Automatic,https://www.autokopen.nl/tweedehands-auto/volkswagen/polo/9190985-volkswagen-polo-10-tsi-5-deurs-comfortline-business,
"16,745 EUR",Volkswagen,Polo,1.0 tsi,"48,110 km",2020,Petrol,Hatchback,Silver,Assen,70 kW (95 HP),Automatic,https://www.viabovag.nl/auto/aanbod/volkswagen-polo-10-tsi-comfbusiness-95pk-carplaypdc-54a0gr8,
"17,425 EUR",Volkswagen,Polo,1.0 tsi,"34,091 km",2020,Petrol,Hatchback,White,Moordrecht,72 kW (98 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/volkswagen/polo-10-tsi-comfortline-5-deurs-airco/18759446,
"12,995 EUR",Audi,S6,5.2 FSI V10,"196,981 km",2006,Petrol,Wagon,Silver,Oss,324 kW (441 HP),Automatic,https://autovooru.nl/audi-s6~c3-842-3bfff7.html,
"19,700 EUR",Volvo,V40,1.9 T4,"63,951 km",2018,Petrol,Wagon,Black,Rijswijk,141 kW (192 HP),Automatic,https://www.autokopen.nl/tweedehands-auto/volvo/v40/9184165-volvo-v40-20-t4-190-pk-business-sport-r-design-pano-leder-camera,
"7,750 EUR",Seat,Ibiza,1.2 TSI,"89,772 km",2013,Petrol,Hatchback,White,Apeldoorn,78 kW (106 HP),Manual,https://www.autotrader.nl/auto/voertuig/seat-ibiza-12-tsi-style-airco-cruise-controle-stoel-verwarm-benzine/515c6aeb-728c-47b0-a975-8d5d53343e2f/,
"8,950 EUR",Volkswagen,Up!,1.0,"109,082 km",2018,Petrol,Mini,Black,Sneek,44 kW (60 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/volkswagen/up-10-bmt-move-up-airco-bluetooth-5-deuren-zuinige-motor-metaallak-cruise-control-lichtsensor/18759348,
"22,700 EUR",Seat,Ibiza,1.0 fr tsi,"21,323 km",2023,Petrol,Hatchback,Gray,Ede,70 kW (95 HP),Manual,https://www.valleiautogroep.nl/auto-zoeken/seat-ibiza-1-0-tsi-95pk-fr-business-intense-37456006,
"12,550 EUR",Nissan,Juke,1.6 S,"109,982 km",2015,Petrol,Crossover,White,Haarlem,86 kW (117 HP),Manual,https://usedcars.nissan.nl/nissan-voorraad/voertuigen/nissan/juke/12-dig-t-ss-tekna/19384478,
"14,200 EUR",Citroen,C3,1.2 puretech,"41,075 km",2020,Petrol,Hatchback,Blue,Waalwijk,61 kW (83 HP),Automatic,https://www.autoscout24.nl/aanbod/citroen-c3-puretech-82-s-s-feel-edition-navi-airco-parkee-benzine-blauw-f5ae818a-07e4-453c-9d8b-21f747e17dfd,
"10,950 EUR",Bmw,1 Series,130i,"270,217 km",2009,Petrol,Hatchback,Blue,Vlaardingen,198 kW (269 HP),Automatic,https://www.autoscout24.nl/aanbod/bmw-130-130i-high-executive-goed-onderhouden-ned-auto-benzine-blauw-6690027a-4db4-41c9-951e-c77eb87dbb68,
"8,999 EUR",Bmw,X1,2.0 sdrive20i,"195,149 km",2011,Petrol,Suv,Black,Wierden,137 kW (186 HP),Manual,https://www.marktplaats.nl/v/auto-s/bmw/m2083920964-bmw-x1-sdrive20i-business-trekhaak,
"11,440 EUR",Nissan,Micra,0.9,"111,676 km",2018,Petrol,Mini,Red,Tilburg,67 kW (91 HP),Manual,https://www.marktplaats.nl/v/auto-s/nissan/m2087027668-nissan-micra-0-9-ig-t-n-connecta-climate-control-navi-li,
"15,650 EUR",Ford,Fiesta,1.0 st,"60,759 km",2019,Petrol,Hatchback,Red,Delft,93 kW (126 HP),Manual,https://www.eurostocks.com/nl/voertuigen/autos/kleine-auto/vehicle/2521590/ford-fiesta-10-stline-126-pk-1e-eig-ecoboost-tot-2-jaar-garantie-carplay-naviairco,
"27,740 EUR",Nissan,Juke,1.0 DIG-T,"24,158 km",2023,Petrol,Crossover,White,Heerlen,132 kW (180 HP),Manual,https://usedcars.nissan.nl/nissan-voorraad/voertuigen/nissan/juke/10-dig-t-n-design-navigatie-achteruitrijcamera-sensoren-voor-achter/19397942,
"9,950 EUR",Volkswagen,Golf,1.2 TSI,"172,610 km",2013,Petrol,Hatchback,Black,Berkel En Rodenrijs,64 kW (87 HP),Manual,https://www.autotrader.nl/auto/voertuig/volkswagen-golf-12-tsi-trendline-navi-cruise-pdc-benzine/1a0a8bf3-12e9-4aef-a632-7d624f5a41de/,
"9,999 EUR",Kia,Rio,1.2,"23,332 km",2012,Petrol,Hatchback,Red,Woerden,64 kW (87 HP),Manual,https://www.marktplaats.nl/v/auto-s/kia/m2083673434-kia-rio-1-2-cvvt-super-pack-i-cruise-control-i-parkeersensor,
"4,999 EUR",Seat,Ibiza,1.2 TDI,"170,191 km",2012,Diesel,Wagon,White,Stadskanaal,55 kW (75 HP),Manual,https://www.autotrader.nl/auto/voertuig/seat-ibiza-st-12-tdi-copa-ecomotive-airco-cruise-170000-km-diesel/17f669e2-f7e5-405c-b4b5-7a2ab7e306f7/,
"12,945 EUR",Opel,Crossland X,1.2 Turbo,"90,837 km",2019,Petrol,Suv,Brown,Stolwijk,82 kW (112 HP),Manual,https://www.marktplaats.nl/v/auto-s/opel/m2086302288-opel-crossland-x-1-2-turbo-innovation-navi-cruise-trekhaak,
"11,499 EUR",Renault,Clio,1.2,"115,537 km",2016,Petrol,Wagon,Red,Stadskanaal,87 kW (118 HP),Automatic,https://www.autotrader.nl/auto/voertuig/renault-clio-estate-12-dynamique-automaat-navigatie-cruise-benzine/e03f6397-f35b-4ec7-a91f-ab71c1cd4534/,
"9,750 EUR",Kia,Picanto,1.2,"83,363 km",2016,Petrol,Mini,Blue,Maastricht,132 kW (180 HP),Manual,https://www.autoscout24.nl/aanbod/kia-picanto-1-2-cvvt-dynamicline-coulor-edition-leer-alc-benzine-blauw-a96ecc73-e07e-4d1f-a7ef-0cedaaee5fd0,
"8,900 EUR",Kia,Picanto,1.2,"55,801 km",2014,Petrol,Mini,Silver,Delft,64 kW (87 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/kia/picanto-12-cvvt-executiveline-keyless-entry-alarmsysteem-parkeersensoren-climate-control/18704825,
"11,750 EUR",Nissan,Micra,1.0,"99,057 km",2019,Petrol,Mini,Silver,Culemborg,75 kW (102 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/nissan/micra-10-ig-t-n-connecta-aircoapplecruisenavielekpakket/18774640,
"5,945 EUR",Mini,Cooper,1.6,"193,271 km",2007,Electric,Hatchback,Black,Krimpen,89 kW (121 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/mini/cooper-16-chili-cruise-nieuwe-apk-sportstoelen-leder-getint-glas-elek-ramen-nieuwstaat/18682067,
"21,390 EUR",Volvo,V70,2.5 T5,"171,775 km",2016,Petrol,Wagon,Black,Oss,182 kW (248 HP),Automatic,https://www.autokopen.nl/tweedehands-auto/volvo/v70/9199813-volvo-v70-20-t5-dynamic-edition-cng-navigatie-trekhaak-lederen-bekleding-elektris,
"18,450 EUR",Volkswagen,Polo,1.0 tsi,"94,154 km",2019,Petrol,Hatchback,Blue,Winsum,70 kW (95 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/volkswagen/polo-10-tsi-highline-business-r-acc-stoelverwarming-pdc/18760000,
